week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,90,119,112,192,273,384
2,72,104,125,204,249,355
3,70,112,128,221,281,334
4,79,103,134,216,241,389
5,77,101,116,220,259,394
6,69,134,121,227,247,365
7,74,104,124,196,261,380
8,91,126,149,213,271,348
9,72,115,140,199,258,369
10,103,113,138,205,247,368
11,87,110,132,198,259,332
12,76,104,130,189,250,368
13,74,82,130,228,251,343
14,76,108,105,173,277,367
15,66,112,134,183,228,344
16,86,97,113,172,218,290
17,73,94,147,181,228,304
18,73,103,129,172,247,279
19,74,105,106,165,224,303
20,70,107,108,169,240,328
21,76,112,136,187,256,316
22,72,102,117,190,247,279
23,71,100,111,166,219,279
24,85,103,120,181,212,240
25,93,97,138,204,232,311
26,72,109,119,172,245,288
27,65,95,115,180,243,240
28,75,85,127,174,245,292
29,77,105,138,217,239,292
30,65,122,104,177,255,293
31,73,90,111,171,207,271
32,65,98,125,170,230,278
33,74,95,117,197,249,284
34,63,105,111,222,228,260
35,64,84,128,171,218,300
36,56,108,116,193,239,286
37,75,91,118,176,233,265
38,78,120,125,168,208,309
39,85,110,134,178,240,293
40,75,104,128,205,261,323
41,86,108,132,207,226,334
42,77,110,137,190,237,361
43,76,98,147,197,251,292
44,71,109,143,206,272,333
45,69,99,140,207,297,302
46,75,124,119,231,271,364
47,80,92,127,168,276,315
48,82,131,147,226,243,322
49,82,117,156,192,241,346
50,86,113,142,206,239,348
51,85,107,170,217,272,402
52,91,133,172,229,350,442
53,0,0,0,0,0,0
