week,Y0T4,Y5T9,Y10T14,Y15T19,Y20T24,Y25T29,Y30T34,Y35T39,Y40T44,Y45T49
1,6,0,1,1,2,8,3,11,9,14,27,38,56
2,8,0,1,4,2,3,6,7,13,13,31,36,43
3,5,1,1,1,3,5,9,10,6,12,20,39,59
4,4,1,0,0,1,2,8,9,12,16,27,40,65
5,5,0,1,1,2,4,0,5,7,12,20,43,49
6,9,1,1,2,4,3,4,9,10,18,23,35,69
7,8,1,0,2,1,3,9,7,7,14,29,44,54
8,8,0,2,3,2,4,3,7,6,14,24,46,63
9,7,0,3,1,3,2,2,8,13,17,31,52,67
10,3,2,0,2,1,6,5,3,11,24,31,38,67
11,8,0,2,2,5,2,2,5,3,19,33,39,47
12,9,1,0,1,1,1,3,10,8,15,30,28,46
13,8,1,1,2,4,2,1,5,8,19,23,37,57
14,5,2,0,1,3,2,1,7,6,10,32,33,62
15,9,1,2,2,0,3,5,1,6,20,33,36,46
16,7,0,0,2,2,2,3,2,13,11,22,52,64
17,3,1,3,2,1,2,4,4,8,14,27,36,56
18,5,1,0,1,4,3,2,4,11,13,19,39,46
19,9,1,1,2,2,1,5,6,6,13,25,40,47
20,6,0,1,3,1,5,7,3,9,16,21,34,60
21,6,1,1,1,3,7,3,5,7,11,24,44,56
22,5,0,0,1,3,3,2,3,11,11,28,33,50
23,5,1,1,1,6,4,3,4,8,20,30,34,55
24,6,0,0,2,1,2,3,9,4,11,19,41,45
25,9,0,0,3,5,0,1,6,10,16,20,51,48
26,7,0,1,3,3,3,3,5,7,18,28,33,41
27,7,3,1,0,7,4,4,4,11,13,30,29,50
28,2,0,1,1,4,4,5,6,13,19,24,32,39
29,5,0,2,2,4,4,4,8,9,15,23,35,53
30,3,0,0,1,5,5,6,6,6,13,26,48,57
31,6,1,1,3,2,4,4,6,9,20,40,47,48
32,5,0,1,1,3,4,0,7,7,16,25,34,50
33,3,0,0,2,2,5,3,5,13,15,31,32,55
34,4,0,1,1,2,0,1,8,10,11,22,36,54
35,6,0,0,1,4,3,5,4,8,21,23,44,46
36,5,0,0,0,2,0,3,11,8,24,28,39,59
37,5,2,0,4,3,3,3,4,9,15,20,33,58
38,3,0,0,2,5,3,4,5,6,23,22,49,55
39,7,1,0,3,3,1,5,4,6,20,32,33,58
40,6,0,0,2,4,4,3,4,5,16,35,38,58
41,14,0,1,0,4,4,6,5,9,10,30,37,54
42,6,0,2,2,5,4,3,7,6,15,30,32,41
43,4,0,2,1,1,6,3,4,4,11,18,34,51
44,7,1,1,2,3,2,2,5,5,12,25,33,54
45,9,0,0,5,0,2,1,7,8,7,33,43,55
46,9,0,0,4,3,6,8,3,12,14,30,48,56
47,8,0,1,4,3,4,3,10,11,10,23,36,52
48,7,4,0,2,2,3,8,1,10,18,19,46,65
49,12,1,1,3,2,5,6,7,17,12,27,46,62
50,8,1,0,3,5,1,3,4,10,18,24,43,50
51,6,0,2,0,1,1,5,4,6,22,36,36,62
52,7,0,1,4,2,3,2,5,7,13,24,40,53
53,0,0,0,0,0,0,0,0,0,0,0,0,0
