week,Y0T4,Y5T9,Y10T14,Y15T19,Y20T24,Y25T29,Y30T34,Y35T39,Y40T44,Y45T49
1,4,1,1,4,2,3,0,7,10,12,30,35,37
2,6,0,2,3,2,2,2,8,4,11,24,39,55
3,10,4,3,2,0,3,8,6,7,13,28,38,58
4,5,0,1,2,4,6,4,3,10,12,32,35,51
5,6,0,1,2,2,3,1,9,7,13,19,43,52
6,10,1,1,0,4,4,4,4,4,15,24,43,57
7,8,1,2,0,4,2,2,10,8,14,16,40,58
8,5,4,0,0,3,3,5,0,7,18,32,40,63
9,4,0,0,1,2,6,2,4,8,13,23,43,59
10,7,0,0,2,3,3,3,3,10,10,28,30,61
11,8,0,0,2,0,5,3,7,12,14,22,32,49
12,7,1,1,0,2,2,6,9,6,14,28,40,54
13,6,1,0,2,5,2,4,6,8,14,26,48,66
14,7,0,0,1,3,4,5,8,6,14,28,43,54
15,4,0,1,4,3,4,6,9,6,20,18,37,56
16,7,1,0,3,6,4,1,9,5,17,30,34,57
17,8,1,0,2,2,5,4,7,9,19,28,46,56
18,5,0,0,4,5,2,2,9,4,3,13,36,45
19,5,0,0,1,4,1,3,13,5,13,26,42,53
20,9,1,0,1,3,5,5,4,7,15,28,41,50
21,7,0,0,0,9,1,3,7,8,14,18,35,48
22,5,0,1,1,1,7,1,5,10,10,21,39,55
23,7,1,0,0,1,3,6,8,14,8,19,36,51
24,8,0,2,0,5,3,5,5,5,15,20,45,38
25,7,0,0,0,5,7,1,6,10,23,15,34,53
26,6,1,0,2,3,1,2,7,8,14,25,49,48
27,5,3,1,0,2,5,4,7,6,14,21,49,50
28,7,0,0,1,1,1,2,3,4,11,33,36,62
29,6,0,0,0,3,2,2,6,8,15,20,33,44
30,13,1,0,2,1,3,4,7,5,10,31,34,59
31,3,0,1,3,2,6,5,5,6,16,31,50,60
32,7,0,0,4,3,4,8,7,6,16,26,31,50
33,2,0,0,3,6,6,3,3,6,17,28,37,55
34,5,0,1,3,2,3,4,9,6,14,25,29,50
35,6,0,0,1,3,2,2,3,9,9,26,34,51
36,11,1,3,2,3,3,10,8,5,12,24,35,46
37,5,1,2,3,4,2,6,3,7,8,25,31,64
38,8,0,0,2,2,5,4,7,7,11,17,32,38
39,12,0,1,3,5,3,3,7,11,6,27,39,65
40,10,0,0,0,2,5,6,5,11,16,16,43,47
41,6,0,1,1,8,1,2,5,9,24,22,35,75
42,3,1,1,2,1,2,4,5,10,10,20,37,41
43,14,0,0,3,2,3,5,6,7,15,27,42,59
44,11,1,1,2,2,1,5,3,10,19,24,35,51
45,9,3,2,0,1,3,3,5,7,25,26,44,65
46,6,0,0,2,2,3,3,6,6,16,34,54,65
47,6,0,3,3,7,0,1,4,6,13,31,33,56
48,4,0,1,2,2,3,4,5,8,14,20,38,71
49,4,0,2,4,3,3,4,6,9,8,27,45,75
50,6,0,0,0,4,2,9,8,8,17,38,54,69
51,3,0,0,0,3,2,6,6,15,16,32,43,50
52,10,0,1,2,2,4,3,5,3,12,23,41,64
53,5,0,0,3,4,6,4,5,8,14,25,37,76
