week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,0,2,1,0,2,2
2,0,1,0,2,0,2
3,0,0,0,3,1,0
4,0,0,0,2,1,2
5,1,1,3,3,0,4
6,0,0,0,4,5,4
7,0,0,1,0,2,4
8,0,1,1,2,1,2
9,0,1,1,1,2,1
10,0,2,1,1,2,4
11,0,3,0,2,0,2
12,0,0,1,1,3,1
13,0,1,2,0,1,1
14,2,0,1,0,1,0
15,0,1,0,1,1,1
16,1,0,1,0,0,0
17,0,0,0,1,1,5
18,0,0,1,0,0,0
19,0,1,0,2,0,3
20,0,1,0,0,1,0
21,0,1,0,2,3,0
22,2,0,0,1,2,0
23,0,0,0,2,1,2
24,0,0,1,2,0,5
25,1,0,3,0,2,0
26,1,2,1,0,2,1
27,0,0,1,3,1,1
28,0,1,2,1,0,1
29,0,1,1,1,0,2
30,0,1,2,1,2,1
31,0,2,1,0,2,2
32,0,1,0,0,0,2
33,0,0,0,0,1,0
34,0,1,1,3,0,0
35,1,1,0,0,1,2
36,0,0,0,0,1,1
37,1,0,0,0,3,2
38,0,1,0,1,2,5
39,0,0,1,2,1,1
40,0,1,2,1,3,5
41,0,1,1,1,0,2
42,1,1,2,0,1,1
43,0,2,0,1,0,2
44,0,2,0,0,0,2
45,2,0,0,1,0,2
46,1,0,0,0,1,1
47,1,0,0,0,4,2
48,2,1,1,0,0,0
49,0,0,1,0,0,4
50,1,0,0,0,1,3
51,0,1,2,0,3,0
52,1,0,2,1,0,1
53,0,0,0,0,0,0
