week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,1,1,0,6,4,13
2,0,5,4,6,4,12
3,2,2,5,5,10,13
4,2,0,8,3,7,13
5,0,1,2,5,9,11
6,2,4,2,5,4,11
7,4,3,7,6,6,18
8,3,2,7,3,7,8
9,2,1,2,8,13,18
10,1,4,2,4,10,12
11,2,4,0,4,8,10
12,3,2,3,7,4,11
13,2,3,6,8,4,16
14,2,3,5,7,7,14
15,3,1,6,5,7,14
16,1,1,7,5,7,11
17,2,2,3,4,7,10
18,1,0,6,8,2,7
19,2,5,1,7,8,11
20,2,6,2,6,9,11
21,1,1,8,4,11,13
22,0,6,6,12,10,5
23,3,2,4,2,11,8
24,1,2,5,5,9,10
25,3,4,6,3,7,10
26,4,6,3,3,3,14
27,3,1,4,5,4,13
28,0,2,4,5,15,6
29,2,1,1,7,4,10
30,0,6,6,4,6,16
31,0,5,1,3,10,14
32,2,2,3,4,10,10
33,3,6,4,11,7,20
34,2,1,1,8,7,17
35,2,2,4,3,10,13
36,1,5,4,4,2,7
37,3,0,4,7,14,5
38,4,7,1,5,4,12
39,3,2,5,3,9,10
40,3,4,5,4,12,6
41,3,7,0,2,7,12
42,1,2,7,2,6,9
43,2,1,4,5,3,14
44,4,5,3,3,7,13
45,2,2,2,6,11,10
46,2,5,2,8,6,10
47,3,2,4,6,9,14
48,2,2,1,9,7,15
49,5,2,3,10,8,9
50,2,3,2,10,10,17
51,5,6,2,10,10,13
52,5,3,5,7,13,17
53,0,0,0,0,0,0
