week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,10,17,18,32,51,63
2,8,21,20,26,47,80
3,11,17,21,29,57,82
4,8,9,21,25,39,62
5,17,12,26,41,44,88
6,18,17,18,34,60,75
7,11,23,21,51,64,90
8,14,13,25,38,50,78
9,21,18,22,35,46,79
10,6,16,19,34,43,74
11,8,14,23,30,46,63
12,6,16,15,23,49,63
13,14,15,14,28,34,60
14,9,15,13,29,36,57
15,11,9,16,29,37,54
16,10,9,16,34,41,43
17,11,19,20,26,35,55
18,10,12,22,34,33,47
19,7,10,11,31,33,39
20,9,14,19,27,36,60
21,12,10,20,24,30,36
22,9,14,17,21,25,39
23,6,14,18,34,34,33
24,11,11,15,22,32,44
25,10,12,20,20,25,57
26,5,18,20,23,45,48
27,13,10,17,30,30,60
28,15,21,25,42,42,48
29,12,17,14,21,41,48
30,10,11,17,26,34,47
31,9,15,17,25,42,51
32,11,15,18,24,36,50
33,14,11,8,34,30,39
34,9,11,21,34,22,43
35,11,15,27,32,35,37
36,11,8,12,16,44,32
37,9,14,18,34,32,42
38,13,12,22,23,25,33
39,7,17,16,28,29,47
40,8,16,12,21,33,44
41,11,17,21,28,31,36
42,8,8,14,26,30,35
43,12,16,20,24,28,40
44,6,14,27,21,43,37
45,6,19,19,32,30,49
46,7,14,18,17,30,50
47,7,14,14,29,39,45
48,14,19,21,42,30,47
49,12,22,14,37,38,44
50,8,11,25,18,28,45
51,8,18,15,31,35,45
52,11,17,16,32,39,47
53,18,14,18,28,58,47
