week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,8,10,9,12,19,23
2,6,9,12,12,12,26
3,5,10,8,11,17,33
4,4,2,5,10,12,22
5,11,8,8,14,18,29
6,7,9,9,18,22,21
7,4,9,13,15,18,22
8,9,6,7,15,26,32
9,1,9,6,19,24,30
10,5,10,11,11,17,21
11,8,8,4,16,25,15
12,4,8,8,9,23,23
13,2,8,4,18,14,14
14,6,4,4,9,19,23
15,4,13,11,12,11,12
16,3,7,10,9,17,22
17,3,5,5,5,12,14
18,9,7,7,2,17,20
19,5,8,11,13,19,25
20,7,7,6,14,15,17
21,3,6,8,10,12,23
22,2,7,12,13,10,24
23,2,5,6,13,13,15
24,4,6,10,13,12,15
25,4,11,8,9,12,17
26,5,6,12,12,9,20
27,4,7,9,11,16,16
28,5,7,7,9,14,11
29,1,7,8,10,16,20
30,3,10,11,7,14,15
31,1,1,3,6,12,14
32,2,7,7,14,13,11
33,5,6,7,8,12,11
34,4,5,10,14,15,17
35,8,6,11,14,10,15
36,4,10,6,7,11,13
37,4,8,10,16,12,21
38,4,3,8,12,15,23
39,3,7,9,17,10,21
40,5,7,10,7,10,20
41,5,7,18,11,13,21
42,7,4,12,11,15,19
43,7,5,6,15,16,21
44,7,8,7,16,13,18
45,9,8,10,14,17,17
46,5,8,14,15,9,20
47,7,7,4,14,9,20
48,4,9,14,15,16,25
49,6,8,11,3,15,25
50,8,11,9,10,19,19
51,2,8,10,8,15,23
52,8,6,12,6,12,23
53,0,0,0,0,0,0
