week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,67,97,153,209,272,395
2,75,117,150,191,257,429
3,73,109,142,190,253,428
4,87,98,142,214,258,438
5,82,120,158,207,262,451
6,106,114,160,208,309,432
7,86,124,176,240,320,438
8,95,119,164,217,309,476
9,77,120,151,211,317,481
10,82,113,159,203,289,441
11,76,106,140,205,285,420
12,73,115,152,188,274,375
13,63,121,143,206,261,352
14,68,132,150,217,267,381
15,60,116,141,202,215,352
16,71,100,145,205,262,357
17,72,98,145,189,257,330
18,81,110,133,208,233,353
19,76,112,142,167,234,345
20,74,104,128,191,249,313
21,66,89,139,177,272,355
22,84,123,149,177,233,326
23,70,103,151,193,254,332
24,58,98,147,172,239,286
25,68,117,123,170,232,321
26,76,114,142,183,236,333
27,56,99,158,194,237,342
28,68,116,131,202,227,320
29,65,103,138,166,225,346
30,75,125,142,199,242,335
31,65,100,121,166,206,330
32,67,95,110,160,231,315
33,65,92,134,178,250,282
34,69,102,159,178,248,327
35,83,114,121,184,221,291
36,59,119,153,155,228,314
37,81,114,137,202,243,311
38,66,133,137,176,267,336
39,57,107,139,181,241,348
40,73,109,147,190,241,310
41,58,123,156,202,229,330
42,67,99,146,192,262,354
43,80,119,129,199,261,359
44,75,114,135,210,242,291
45,73,115,155,196,241,349
46,83,126,162,221,249,363
47,64,128,130,188,313,350
48,57,125,162,209,288,365
49,68,114,146,172,250,325
50,86,129,142,210,286,350
51,65,128,169,208,267,381
52,78,113,150,205,282,344
53,0,0,0,0,0,0
