week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,0,2,1,1,3,7
2,0,0,1,4,1,9
3,1,0,0,3,3,5
4,0,1,1,4,3,3
5,3,0,2,3,3,7
6,1,0,2,1,2,3
7,0,2,1,3,9,3
8,1,2,0,3,2,3
9,1,0,3,2,2,5
10,4,0,2,4,10,7
11,1,2,2,2,1,8
12,3,1,4,2,7,5
13,1,1,5,2,6,4
14,2,1,1,2,2,3
15,0,1,1,2,3,7
16,0,1,5,4,2,3
17,0,1,3,0,6,4
18,1,0,0,0,2,4
19,1,0,1,2,3,4
20,1,0,0,1,1,2
21,0,4,3,0,5,4
22,1,1,5,1,1,4
23,0,0,2,2,1,6
24,2,2,0,2,3,4
25,1,1,1,0,1,3
26,1,0,2,2,4,4
27,3,0,1,3,1,8
28,3,3,1,2,3,2
29,1,0,0,1,5,3
30,1,1,2,3,2,4
31,0,0,3,3,5,7
32,1,1,4,3,2,3
33,0,1,1,4,4,3
34,1,0,1,4,1,4
35,0,3,2,1,3,7
36,1,1,2,3,1,6
37,0,1,0,1,4,3
38,0,2,2,2,6,3
39,1,0,0,2,3,0
40,0,0,0,0,6,0
41,0,1,5,1,3,3
42,0,1,2,2,7,2
43,3,2,3,2,3,2
44,0,1,1,0,4,4
45,0,0,0,3,2,2
46,0,0,5,2,3,6
47,1,2,1,2,1,1
48,2,0,0,2,3,8
49,2,2,2,4,2,7
50,1,0,0,2,2,3
51,1,0,3,4,2,7
52,0,3,1,1,4,1
53,0,0,0,0,0,0
