week,Y0T4,Y5T9,Y10T14,Y15T19,Y20T24,Y25T29,Y30T34,Y35T39,Y40T44,Y45T49,Y50T54,Y55T59,Y60T64
1,2,1,0,0,1,1,0,0,2,3,3,7,13
2,0,0,1,0,3,0,1,0,1,5,9,3,9
3,1,0,0,0,0,0,1,2,1,2,3,11,10
4,1,0,0,0,1,1,0,0,2,2,4,2,8
5,1,0,0,0,2,0,1,1,5,4,5,8,14
6,1,0,0,1,0,0,0,1,2,6,5,8,3
7,0,0,0,0,0,0,1,1,0,4,4,4,8
8,0,0,1,0,1,2,0,2,1,4,1,11,7
9,3,0,0,0,0,0,3,0,1,2,6,8,17
10,1,0,0,0,1,0,1,0,3,1,8,2,7
11,1,0,0,1,0,0,0,2,2,8,13,3,11
12,0,0,0,1,2,2,0,2,3,3,5,2,7
13,1,1,0,0,0,0,2,1,1,1,2,6,13
14,1,0,0,0,1,0,1,1,4,3,7,4,8
15,1,0,0,0,0,0,2,2,1,2,4,10,12
16,3,0,0,0,2,0,1,3,1,4,5,6,10
17,2,0,0,0,0,0,2,1,1,4,4,3,10
18,3,0,0,0,0,0,1,1,2,4,5,8,8
19,1,0,0,0,1,0,2,0,2,2,3,7,11
20,2,0,1,0,0,1,0,3,3,3,6,6,9
21,1,0,0,0,0,1,1,1,2,4,3,7,8
22,2,0,0,0,0,0,0,0,0,2,8,5,7
23,4,0,0,0,1,0,0,2,3,2,1,6,6
24,0,0,0,0,0,1,0,1,0,5,2,4,6
25,0,0,0,1,0,1,0,1,1,1,3,5,12
26,2,1,0,0,0,0,0,0,3,2,7,4,6
27,0,0,0,0,2,3,2,1,0,2,5,12,7
28,0,0,0,0,0,0,1,1,0,4,9,10,9
29,4,1,0,0,0,1,2,1,0,2,8,11,8
30,0,0,0,0,1,1,0,2,1,7,4,5,9
31,1,0,0,0,0,0,1,1,0,3,5,9,8
32,4,0,0,0,0,2,0,1,1,7,4,11,10
33,0,0,0,2,1,2,1,1,1,3,3,5,9
34,1,0,0,1,1,1,0,1,0,6,1,8,6
35,2,0,0,0,0,1,2,2,2,5,5,4,3
36,2,0,0,0,2,0,1,0,2,0,5,5,4
37,3,0,0,0,0,0,1,0,3,2,3,10,11
38,3,0,0,0,0,2,1,0,2,0,3,4,9
39,2,1,0,0,0,0,2,0,0,1,4,8,9
40,1,0,0,1,0,0,0,0,2,4,6,9,13
41,0,0,0,0,1,0,0,3,2,0,4,10,10
42,3,0,0,0,0,0,0,0,0,2,6,7,12
43,0,0,0,0,0,0,0,1,0,2,0,9,6
44,0,0,0,0,0,1,0,0,4,4,4,4,7
45,1,0,0,0,0,0,1,3,3,5,9,5,10
46,0,0,0,0,0,0,1,0,0,2,4,6,4
47,1,0,0,0,0,1,2,1,3,6,3,10,6
48,1,0,0,0,0,0,0,0,1,2,5,7,3
49,3,0,0,0,0,0,1,2,1,4,10,7,7
50,0,0,0,0,1,2,0,0,1,5,7,3,12
51,1,0,0,1,2,2,0,2,1,4,5,6,5
52,4,0,0,0,0,0,1,0,1,4,3,6,7
53,0,0,0,0,1,0,1,1,2,3,5,9,6
