week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,0,1,3,0,2,5
2,1,1,0,1,2,5
3,1,1,1,1,5,11
4,1,0,1,3,0,4
5,1,0,1,0,3,3
6,0,1,2,0,3,3
7,1,1,2,2,1,1
8,0,2,0,3,0,4
9,1,1,2,3,1,7
10,1,0,1,3,0,5
11,0,1,1,0,4,7
12,0,0,1,1,0,3
13,1,2,3,0,1,6
14,0,0,0,2,0,3
15,0,0,2,1,1,3
16,1,0,0,4,2,1
17,1,1,0,2,0,3
18,0,1,0,2,1,1
19,0,0,2,2,1,2
20,0,0,2,0,3,2
21,1,0,1,0,3,1
22,0,0,0,1,3,2
23,0,1,0,2,3,4
24,0,0,2,2,0,0
25,1,1,0,1,1,2
26,0,1,0,0,1,3
27,0,1,0,1,0,2
28,0,0,0,2,2,3
29,0,0,2,0,0,3
30,0,0,2,3,0,3
31,1,0,3,1,0,2
32,2,1,1,1,2,1
33,0,1,0,2,3,3
34,1,1,0,1,2,1
35,0,0,1,0,2,2
36,0,0,1,0,1,2
37,0,1,0,0,2,4
38,1,1,0,0,0,3
39,0,2,0,4,0,0
40,0,0,1,3,1,1
41,1,0,0,0,2,3
42,2,0,1,2,2,2
43,0,0,0,0,0,3
44,0,2,1,1,1,3
45,0,1,1,2,1,2
46,1,0,1,0,0,1
47,1,1,3,0,4,1
48,1,0,0,2,0,0
49,1,0,0,0,2,4
50,0,0,0,1,3,3
51,1,0,1,0,0,4
52,0,2,0,4,1,3
53,0,0,0,0,0,0
