week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,1,1,2,2,2,3
2,2,1,1,1,2,3
3,2,0,2,1,2,6
4,1,1,3,3,3,7
5,1,1,1,4,4,2
6,0,5,0,0,4,3
7,0,2,2,2,4,3
8,0,3,3,4,4,4
9,1,3,3,0,2,10
10,3,1,1,2,2,5
11,1,0,1,2,2,4
12,3,2,2,1,7,3
13,1,3,1,4,4,1
14,0,2,1,5,4,5
15,0,2,2,3,3,4
16,1,2,0,0,1,6
17,0,0,0,3,3,3
18,1,1,2,4,2,3
19,0,4,2,2,2,5
20,1,2,1,3,0,4
21,0,4,3,2,2,1
22,3,0,0,4,2,4
23,1,1,5,0,3,4
24,3,1,2,1,0,3
25,0,1,1,1,0,7
26,2,2,2,2,7,2
27,0,0,3,1,3,1
28,1,3,0,2,1,2
29,1,1,1,1,0,6
30,0,3,1,3,2,4
31,0,2,5,2,3,4
32,1,1,1,1,4,2
33,0,3,4,1,1,2
34,1,1,0,1,2,3
35,0,1,1,1,4,4
36,1,0,0,0,1,1
37,0,2,1,2,1,2
38,0,0,0,3,4,8
39,1,2,3,3,2,0
40,0,2,1,1,4,6
41,0,1,0,7,2,7
42,1,2,4,3,2,7
43,2,1,3,4,2,8
44,0,0,3,6,8,15
45,0,0,1,3,6,12
46,1,0,6,3,7,12
47,2,3,0,4,8,12
48,5,4,1,3,2,11
49,3,3,1,3,5,7
50,0,3,3,1,6,7
51,0,0,0,2,2,5
52,1,1,2,3,1,2
53,0,1,0,1,3,5
