week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,4,3,6,6,13,12
2,2,1,6,8,13,18
3,2,4,3,9,7,10
4,1,4,5,6,12,13
5,5,4,8,6,12,13
6,6,5,10,12,9,20
7,4,5,4,11,9,22
8,5,7,7,6,16,26
9,3,6,8,12,9,25
10,4,6,3,9,11,18
11,2,6,2,14,6,18
12,7,1,6,10,13,9
13,7,7,3,8,11,9
14,2,2,7,14,10,6
15,2,2,6,9,10,13
16,4,6,5,3,11,10
17,1,2,4,7,13,9
18,3,4,4,10,9,12
19,1,2,5,8,7,14
20,2,4,7,7,9,8
21,4,5,6,6,7,8
22,4,6,5,2,8,11
23,5,1,2,8,8,10
24,4,4,1,6,12,8
25,5,4,6,5,10,11
26,3,3,5,6,5,14
27,5,4,3,13,10,9
28,4,4,4,8,8,19
29,3,3,6,18,10,11
30,3,3,5,4,8,10
31,6,3,4,4,6,5
32,2,5,4,8,8,11
33,3,2,3,9,6,14
34,4,1,11,9,10,12
35,3,3,6,4,1,7
36,1,3,3,5,12,8
37,3,3,6,6,7,12
38,1,4,5,8,10,6
39,1,6,6,12,8,6
40,7,4,4,4,8,7
41,2,2,5,8,7,9
42,6,7,8,7,8,7
43,0,3,5,3,9,9
44,5,4,7,7,3,11
45,4,3,3,8,4,12
46,7,6,1,10,18,12
47,5,2,6,8,12,16
48,3,4,6,5,7,12
49,2,4,4,10,9,9
50,3,4,6,12,9,12
51,3,4,8,5,6,5
52,2,5,14,3,7,4
53,3,4,9,9,9,10
