week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,4,0,3,4,11,7
2,3,3,2,6,6,9
3,2,6,5,4,10,6
4,2,6,3,5,6,8
5,3,3,3,3,9,12
6,5,7,1,4,10,9
7,3,4,3,5,10,10
8,2,8,3,5,10,12
9,0,5,4,5,7,6
10,3,0,4,6,1,10
11,6,6,4,7,5,9
12,3,3,7,4,8,9
13,3,2,4,8,6,8
14,2,6,4,4,12,10
15,2,2,7,6,9,10
16,4,3,1,6,11,5
17,3,7,7,4,9,11
18,3,5,1,6,7,14
19,2,4,5,5,4,4
20,3,6,3,1,5,10
21,1,3,6,11,8,8
22,1,5,4,4,7,2
23,5,5,0,4,7,5
24,5,6,5,3,8,4
25,5,3,1,10,2,11
26,3,3,5,2,9,8
27,0,3,5,5,10,9
28,2,1,6,6,9,7
29,6,4,2,3,6,7
30,2,3,1,4,5,7
31,3,7,5,2,4,3
32,5,4,6,8,5,11
33,6,2,3,7,5,6
34,2,4,8,2,6,7
35,1,1,11,8,2,8
36,1,4,3,6,9,4
37,4,3,3,5,10,5
38,1,7,5,9,3,8
39,5,2,3,6,8,8
40,3,4,8,2,6,16
41,2,5,3,8,7,6
42,3,4,2,5,13,10
43,2,5,5,5,9,8
44,1,3,4,4,11,12
45,2,5,3,6,8,9
46,2,4,2,7,5,12
47,7,2,8,3,11,8
48,2,2,8,6,4,8
49,4,7,6,8,6,8
50,4,2,7,12,9,16
51,2,4,7,5,4,14
52,4,7,3,7,8,11
53,0,0,0,0,0,0
