week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,1,5,5,3,7,16
2,1,4,5,15,10,13
3,4,4,6,9,8,10
4,4,2,6,6,4,17
5,4,5,6,9,10,14
6,0,6,9,14,10,12
7,2,4,1,4,10,15
8,4,5,4,10,11,20
9,1,4,6,5,14,14
10,6,3,6,8,3,13
11,2,4,5,5,8,16
12,9,5,2,6,12,10
13,3,3,3,8,11,11
14,4,4,5,7,8,9
15,1,8,4,12,12,11
16,4,3,8,11,5,13
17,3,1,7,7,8,11
18,1,9,9,6,16,5
19,5,3,3,9,13,15
20,3,0,3,8,12,12
21,6,4,3,6,6,12
22,3,3,1,12,8,11
23,2,1,1,3,11,13
24,3,3,3,4,8,6
25,5,7,4,4,5,8
26,2,2,5,8,12,7
27,3,4,2,3,17,12
28,2,6,4,3,10,15
29,1,5,5,7,8,11
30,1,10,7,7,6,8
31,1,2,2,5,8,15
32,2,3,4,4,13,11
33,3,4,5,8,10,15
34,0,3,3,9,13,6
35,3,4,5,4,8,5
36,4,5,5,7,15,10
37,2,4,8,3,6,8
38,7,3,5,6,2,9
39,4,2,6,7,10,12
40,2,4,4,12,6,11
41,5,4,9,8,9,5
42,2,0,2,10,9,13
43,3,0,6,11,14,8
44,5,3,8,9,10,9
45,2,5,6,8,9,12
46,3,4,5,4,11,16
47,1,6,8,7,8,11
48,4,1,5,6,11,9
49,1,4,9,11,6,17
50,4,4,5,10,7,16
51,5,6,10,14,11,17
52,3,7,9,8,11,14
53,0,0,0,0,0,0
