week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,3,3,11,13,20,26
2,4,6,6,11,15,27
3,8,4,3,10,20,29
4,3,7,2,14,20,29
5,3,5,3,13,18,31
6,0,6,5,13,19,25
7,3,4,7,11,13,21
8,5,3,8,11,16,24
9,6,5,6,8,14,21
10,2,4,11,7,16,22
11,3,4,10,10,12,14
12,3,3,5,12,15,26
13,2,5,6,9,12,18
14,2,5,4,9,9,15
15,3,1,7,9,17,24
16,2,5,9,10,11,25
17,1,2,13,8,11,18
18,3,2,5,8,18,19
19,4,3,6,8,14,17
20,6,6,9,10,16,26
21,2,4,7,9,9,25
22,4,8,4,8,8,15
23,6,5,5,11,8,23
24,3,2,4,7,11,20
25,2,1,9,12,13,21
26,5,8,5,11,10,20
27,2,7,12,11,22,26
28,1,4,5,8,13,25
29,3,3,9,9,12,17
30,5,2,10,13,13,21
31,3,2,7,8,14,15
32,3,3,8,5,18,19
33,3,5,7,9,6,19
34,2,3,5,9,6,5
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
