week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,10,9,6,18,22,25
2,3,9,11,15,14,35
3,3,7,14,12,18,41
4,7,11,12,14,23,43
5,10,5,18,17,19,34
6,10,11,10,19,24,30
7,1,10,11,18,14,41
8,8,11,11,12,16,32
9,2,7,10,27,18,41
10,6,9,13,16,21,35
11,5,9,25,21,24,42
12,5,15,9,25,22,45
13,14,16,25,22,37,42
14,8,17,18,26,44,81
15,7,18,13,25,40,61
16,11,10,15,24,36,54
17,7,13,19,21,28,47
18,5,10,6,18,25,44
19,2,8,14,6,21,18
20,6,12,7,11,13,28
21,4,11,12,13,19,32
22,3,10,4,4,18,26
23,3,10,14,10,20,33
24,6,8,15,15,16,25
25,4,6,11,16,22,21
26,5,8,17,14,22,25
27,7,8,10,12,19,21
28,6,11,18,22,12,22
29,2,8,9,12,16,18
30,5,9,11,17,9,27
31,4,5,9,11,23,37
32,8,13,18,19,11,24
33,1,10,13,16,11,35
34,5,14,12,12,20,35
35,7,12,9,11,12,27
36,7,8,11,13,18,30
37,7,15,10,10,30,42
38,7,14,12,18,16,25
39,8,11,14,13,20,29
40,8,13,12,11,16,19
41,6,8,12,13,24,32
42,3,13,12,10,23,43
43,4,11,17,17,16,36
44,3,6,19,24,31,47
45,10,5,27,31,45,60
46,2,25,31,37,51,70
47,10,12,28,44,53,62
48,11,8,24,48,53,59
49,7,13,22,24,45,53
50,7,8,25,35,39,60
51,8,14,16,28,46,46
52,3,14,15,15,30,51
53,5,9,14,18,27,40
