week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,1,0,0,1,2,1
2,0,0,0,0,2,1
3,1,0,0,2,2,2
4,0,1,1,2,2,1
5,1,0,0,0,1,1
6,0,1,0,0,5,2
7,1,1,1,1,1,3
8,0,1,0,1,3,2
9,0,0,0,1,2,3
10,0,0,0,3,2,1
11,0,0,2,1,1,1
12,1,1,0,0,1,2
13,0,0,1,0,0,0
14,0,1,0,1,0,1
15,0,2,0,0,0,0
16,0,0,0,1,1,0
17,0,0,0,0,1,4
18,2,0,0,1,1,0
19,0,0,0,1,2,3
20,2,1,0,1,1,2
21,3,0,0,0,1,1
22,0,1,1,0,0,1
23,0,0,1,1,0,2
24,0,0,1,0,0,1
25,0,0,2,1,2,2
26,0,1,0,1,1,2
27,0,0,0,1,1,2
28,0,0,1,1,0,1
29,0,0,0,0,1,0
30,0,0,0,0,0,0
31,0,0,2,4,1,1
32,0,0,2,1,0,2
33,0,0,1,0,1,1
34,1,0,0,0,4,2
35,0,1,0,0,1,2
36,2,0,0,0,0,0
37,0,0,2,2,3,0
38,0,0,0,2,0,2
39,1,0,0,0,2,2
40,1,2,0,0,1,1
41,0,1,0,2,1,0
42,1,0,1,1,1,1
43,0,0,0,1,0,0
44,2,1,1,0,1,1
45,0,0,2,5,2,2
46,0,0,0,1,0,0
47,0,1,0,0,2,0
48,0,0,2,2,2,1
49,2,0,3,0,3,0
50,0,1,1,0,1,0
51,0,2,0,1,1,1
52,1,2,0,0,1,2
53,0,0,0,0,0,0
