week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,4,2,6,12,13,26
2,3,6,10,8,13,21
3,3,7,6,13,14,19
4,2,13,12,15,22,27
5,6,8,11,12,15,29
6,8,7,6,12,18,24
7,4,9,7,11,15,16
8,5,5,8,15,13,24
9,2,7,14,18,25,21
10,2,5,13,8,16,32
11,3,6,8,9,17,17
12,7,6,14,15,18,27
13,2,7,7,12,15,27
14,12,8,8,10,15,32
15,7,8,7,9,18,22
16,4,5,10,23,18,19
17,4,6,11,12,18,20
18,5,5,7,10,13,23
19,2,9,6,7,18,16
20,6,4,6,11,15,13
21,7,8,8,17,10,18
22,3,3,9,11,12,10
23,4,6,13,6,12,24
24,5,6,6,13,13,22
25,5,10,11,9,11,17
26,8,6,8,19,19,14
27,7,9,12,13,8,15
28,3,7,8,8,15,23
29,7,11,8,11,10,19
30,5,7,5,14,12,14
31,2,10,6,12,14,21
32,2,10,6,13,10,17
33,8,9,6,9,17,23
34,6,7,13,12,16,20
35,7,5,5,13,11,12
36,3,11,3,11,11,10
37,5,9,4,11,9,19
38,4,4,4,14,16,14
39,5,9,6,18,12,18
40,4,10,8,14,8,21
41,6,6,10,11,19,18
42,5,4,9,10,13,24
43,5,4,8,9,24,21
44,7,16,9,18,29,30
45,4,10,16,26,32,51
46,4,12,20,21,40,42
47,4,12,8,25,34,36
48,5,13,25,26,34,38
49,9,10,23,17,45,59
50,7,22,23,31,47,44
51,7,9,19,32,37,35
52,9,11,20,31,39,41
53,6,17,19,28,33,43
