week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,1,9,9,9,17,24
2,6,6,8,13,19,21
3,9,7,12,20,22,24
4,8,12,8,19,18,32
5,4,11,3,17,12,29
6,3,5,9,10,15,32
7,7,7,19,28,21,30
8,6,7,18,17,21,39
9,5,3,11,16,16,34
10,5,11,13,13,22,19
11,4,6,12,16,16,30
12,11,4,9,9,12,17
13,5,3,11,5,15,17
14,3,7,7,8,12,25
15,0,6,10,7,21,20
16,7,7,10,13,18,19
17,3,5,7,10,15,23
18,4,10,5,10,26,19
19,4,3,11,12,18,11
20,4,8,7,7,16,17
21,4,6,7,8,11,21
22,4,3,4,7,10,18
23,7,8,13,11,14,14
24,3,6,8,8,12,12
25,4,4,4,11,8,19
26,2,6,5,11,10,13
27,4,6,11,18,10,17
28,1,4,9,10,17,14
29,5,3,9,12,13,19
30,5,6,12,9,16,10
31,2,6,5,8,13,12
32,4,6,10,10,9,22
33,2,5,13,15,13,18
34,3,4,6,19,11,13
35,2,4,5,11,17,18
36,6,8,8,14,13,12
37,11,5,7,11,10,11
38,7,8,8,9,10,13
39,3,5,6,8,9,17
40,6,9,8,15,11,14
41,8,4,12,8,13,13
42,3,7,8,9,11,23
43,2,8,5,13,9,19
44,8,8,10,15,11,19
45,6,3,6,13,10,12
46,5,8,9,18,12,15
47,2,7,3,6,14,16
48,5,4,8,15,17,19
49,7,10,11,5,16,27
50,7,9,12,11,8,14
51,8,8,14,8,12,21
52,5,5,9,13,17,17
53,3,8,9,13,17,20
