week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,0,2,4,3,6,13
2,1,1,5,5,6,18
3,1,4,4,4,5,15
4,4,3,4,7,9,20
5,1,2,2,10,8,17
6,2,4,9,4,5,11
7,2,2,7,5,11,12
8,1,1,6,5,10,19
9,3,1,4,5,11,14
10,2,2,6,3,12,14
11,2,5,4,5,9,13
12,2,3,4,4,10,11
13,1,2,3,10,8,12
14,0,6,4,4,11,12
15,1,3,7,6,5,9
16,2,2,6,8,9,10
17,2,2,8,8,5,12
18,1,6,3,9,8,17
19,1,4,4,3,11,14
20,4,3,11,6,6,8
21,2,2,6,13,5,15
22,4,4,4,5,6,12
23,2,3,4,3,7,20
24,2,1,2,5,7,10
25,3,2,2,12,8,4
26,1,1,5,4,7,13
27,1,2,3,2,7,14
28,2,1,4,7,9,12
29,0,0,3,3,6,14
30,2,3,4,5,17,18
31,1,2,2,8,5,13
32,1,2,4,2,2,17
33,0,3,3,4,7,14
34,0,2,4,7,7,12
35,0,3,2,5,2,14
36,2,3,3,9,9,7
37,1,1,2,5,10,7
38,1,5,4,3,4,13
39,2,1,3,7,9,16
40,3,2,5,5,7,11
41,3,4,2,5,8,13
42,3,3,4,4,9,11
43,1,4,4,6,7,20
44,2,2,1,4,6,9
45,2,2,7,3,8,8
46,2,3,4,5,6,11
47,1,3,8,8,7,13
48,2,2,3,11,6,16
49,1,4,3,5,10,12
50,0,3,3,3,11,14
51,1,3,4,8,9,22
52,2,5,4,6,10,10
53,0,0,0,0,0,0
