week,Y0T4,Y5T9,Y10T14,Y15T19,Y20T24,Y25T29,Y30T34,Y35T39,Y40T44,Y45T49,Y50T54,Y55T59,Y60T64
1,8,0,0,2,5,5,7,3,4,16,20,44,47
2,4,1,0,2,3,5,3,7,6,16,28,37,58
3,9,0,0,0,1,3,3,7,4,11,33,45,54
4,2,0,1,1,0,4,8,8,6,17,33,34,53
5,8,2,0,0,1,5,5,0,11,14,24,46,58
6,8,1,0,0,1,1,5,6,6,12,29,41,54
7,6,0,1,2,4,2,7,7,9,11,25,43,43
8,9,1,0,2,2,3,4,8,10,20,30,29,50
9,3,0,0,0,0,4,3,2,5,12,39,48,54
10,9,1,0,3,2,2,2,8,7,16,40,38,61
11,4,1,1,1,3,2,4,7,9,13,35,28,55
12,2,0,1,2,3,0,7,3,5,19,21,48,55
13,6,0,1,3,1,2,3,7,7,16,23,38,56
14,11,2,1,1,2,3,4,4,7,19,15,35,61
15,5,1,0,1,3,2,4,3,9,13,26,44,52
16,4,1,1,0,2,3,3,8,9,12,31,42,44
17,7,0,1,3,4,3,2,3,2,10,19,41,56
18,5,1,1,0,2,5,6,6,7,15,27,42,43
19,4,1,2,0,0,2,0,7,14,13,32,46,44
20,6,0,0,3,7,0,2,5,7,13,34,37,50
21,5,1,1,2,4,7,6,5,10,13,24,39,46
22,12,1,0,2,4,3,2,6,5,15,30,36,38
23,6,1,0,0,3,5,3,6,3,25,20,44,52
24,8,0,0,1,1,3,3,7,7,14,24,42,35
25,8,0,0,1,2,2,7,10,10,9,26,38,39
26,8,0,0,0,1,4,2,8,10,19,37,39,40
27,5,0,2,1,1,4,3,6,8,12,15,41,50
28,5,1,0,2,3,9,2,3,10,19,29,25,42
29,11,1,0,0,4,3,11,4,11,14,22,32,55
30,8,0,2,2,3,1,4,9,13,17,24,33,41
31,7,0,2,5,2,3,6,4,3,15,22,39,65
32,4,0,0,2,5,4,3,6,10,14,18,27,50
33,5,0,0,1,2,3,5,5,9,26,25,19,42
34,10,0,1,0,4,5,9,10,15,21,30,47,56
35,6,0,2,4,2,2,9,6,11,19,29,31,51
36,4,1,1,2,1,3,5,8,8,13,29,46,58
37,8,2,0,3,3,3,4,8,3,17,26,51,53
38,4,2,0,5,4,4,3,6,8,11,28,43,67
39,6,1,0,1,3,4,6,5,7,22,26,46,40
40,3,0,0,2,5,7,4,6,8,20,28,33,57
41,7,0,0,2,2,4,3,4,6,13,35,39,54
42,6,0,0,2,4,7,4,8,4,13,38,42,47
43,5,0,0,2,2,4,3,4,12,14,23,32,52
44,9,0,1,2,4,4,7,9,10,11,18,53,50
45,9,2,1,3,3,6,7,6,13,20,28,53,54
46,8,1,1,0,1,5,3,2,8,10,29,53,62
47,10,0,0,3,1,3,1,8,8,15,23,48,44
48,7,0,0,0,3,2,4,8,11,13,35,53,61
49,10,0,2,3,2,3,4,3,12,16,18,47,54
50,12,0,1,1,4,2,2,5,9,16,28,31,58
51,8,0,1,1,4,4,5,9,11,13,30,40,42
52,7,0,0,1,5,5,4,9,5,18,23,39,65
53,0,0,0,0,0,0,0,0,0,0,0,0,0
