week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,1,5,5,2,12,16
2,0,4,2,6,8,16
3,1,3,4,7,9,19
4,1,1,3,6,12,13
5,2,3,7,8,7,7
6,3,7,8,6,6,7
7,4,4,7,3,6,9
8,1,5,4,3,8,12
9,2,7,2,8,6,12
10,3,2,0,3,8,9
11,3,3,3,4,10,9
12,1,3,0,6,10,10
13,1,1,6,2,5,9
14,0,5,4,5,7,7
15,2,4,4,3,9,6
16,0,2,3,3,9,2
17,0,5,1,2,8,10
18,3,1,3,1,7,5
19,0,1,1,3,5,9
20,1,2,4,3,6,8
21,0,4,2,3,6,11
22,0,7,3,6,4,5
23,3,0,2,5,4,16
24,1,2,6,3,8,8
25,2,4,6,3,6,9
26,3,6,7,5,0,5
27,3,3,5,2,7,7
28,3,1,5,6,8,4
29,2,4,3,6,4,6
30,3,4,5,10,7,4
31,1,1,6,10,9,4
32,1,0,2,5,1,7
33,2,4,4,3,5,3
34,2,2,4,4,2,11
35,0,3,4,6,7,12
36,1,3,2,4,3,10
37,2,2,7,4,5,7
38,0,2,4,6,7,6
39,2,3,0,5,7,3
40,6,3,7,2,9,10
41,3,1,5,6,8,13
42,0,2,5,6,9,12
43,7,4,4,6,8,7
44,0,3,5,3,8,9
45,3,2,4,5,3,10
46,2,2,3,5,5,5
47,1,5,3,7,9,12
48,2,1,9,9,7,9
49,1,2,3,5,9,6
50,1,3,5,8,9,10
51,3,4,5,6,9,7
52,2,2,3,6,6,15
53,0,0,0,0,0,0
