week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,3,2,8,8,14,21
2,3,8,7,13,12,21
3,6,3,7,7,11,24
4,4,3,3,11,14,29
5,6,5,5,12,12,15
6,9,6,7,8,22,26
7,0,7,5,8,22,28
8,5,3,8,9,11,23
9,2,5,6,8,13,14
10,1,1,11,6,9,30
11,1,6,12,11,15,13
12,5,4,8,6,8,19
13,4,7,7,11,14,22
14,6,5,6,7,10,29
15,3,6,9,11,15,23
16,5,2,9,10,13,17
17,3,2,3,8,14,15
18,4,10,8,5,10,24
19,4,3,4,9,15,18
20,5,5,5,8,15,16
21,2,4,6,7,9,15
22,3,5,4,14,15,19
23,1,4,8,6,14,28
24,1,6,5,6,9,14
25,2,3,5,4,7,17
26,4,7,10,7,9,21
27,1,6,6,7,15,24
28,3,3,6,18,10,17
29,3,9,10,10,9,21
30,3,4,10,12,10,15
31,3,8,8,7,20,21
32,2,3,4,11,7,14
33,4,3,5,11,17,10
34,3,3,8,9,15,15
35,4,5,4,14,11,17
36,5,2,11,7,13,9
37,1,2,4,7,5,15
38,0,7,7,8,11,12
39,1,1,7,3,14,23
40,4,4,6,10,16,17
41,4,4,13,7,12,21
42,3,2,6,13,10,13
43,1,4,10,5,14,19
44,4,4,8,12,14,18
45,4,3,4,7,15,20
46,3,2,14,9,8,17
47,2,7,6,7,14,19
48,2,6,7,7,12,22
49,2,6,9,6,16,16
50,3,7,9,7,15,17
51,2,8,12,10,11,26
52,4,2,11,14,21,22
53,0,0,0,0,0,0
