week,Y0T4,Y5T9,Y10T14,Y15T19,Y20T24,Y25T29,Y30T34,Y35T39,Y40T44,Y45T49,Y50T54,Y55T59,Y60T64
1,1,0,0,0,0,0,0,0,1,1,1,3,0
2,0,0,0,0,0,1,0,0,0,2,2,1,2
3,0,0,0,0,0,0,0,1,1,0,4,1,3
4,0,0,0,0,0,1,0,0,0,1,2,1,3
5,0,0,0,0,0,0,0,0,1,1,1,3,1
6,1,0,0,0,0,0,0,0,0,1,0,1,1
7,1,0,0,0,0,0,1,0,0,0,1,1,2
8,2,0,0,0,0,0,1,1,0,1,1,1,4
9,0,0,0,0,0,0,0,0,0,0,2,3,1
10,0,0,0,0,0,0,0,1,1,0,2,3,4
11,0,0,1,0,0,0,0,1,1,3,0,0,1
12,0,0,0,0,1,0,1,0,0,0,0,2,1
13,1,0,0,0,0,0,0,2,0,2,0,0,2
14,0,0,0,0,0,0,0,0,2,0,2,3,2
15,0,0,0,0,0,1,1,1,1,0,1,1,1
16,0,0,0,0,0,0,0,0,0,1,1,4,2
17,1,0,0,0,0,0,0,0,0,1,0,3,4
18,0,0,0,0,0,0,0,0,1,1,3,1,2
19,0,0,0,0,0,0,0,2,0,0,2,5,2
20,1,0,0,1,0,0,0,0,1,0,1,1,5
21,0,0,0,0,0,0,1,0,1,0,2,2,3
22,0,0,0,0,1,0,0,1,0,4,3,2,0
23,0,0,0,0,0,1,1,1,0,1,2,2,3
24,0,0,0,0,0,0,0,0,0,1,1,4,2
25,0,0,0,0,0,0,1,0,1,0,0,1,1
26,0,0,0,0,0,0,0,0,1,0,3,2,2
27,1,0,0,0,0,1,0,1,0,0,1,5,1
28,0,0,0,0,1,1,0,0,1,0,1,0,3
29,1,0,0,0,1,0,0,0,0,1,0,2,0
30,1,0,0,0,0,0,0,0,2,2,3,1,1
31,0,0,1,0,0,1,0,0,0,1,0,0,3
32,0,0,0,0,1,0,0,0,1,1,2,0,1
33,0,0,0,1,0,0,0,0,1,4,0,1,1
34,1,0,0,0,0,0,0,1,0,1,2,2,5
35,0,0,0,0,1,0,2,2,2,0,0,3,2
36,0,0,0,0,0,0,0,0,0,0,1,2,4
37,0,0,0,1,0,0,1,0,0,3,2,1,7
38,0,0,0,0,0,0,0,1,1,0,2,4,6
39,0,0,0,0,0,0,0,1,0,1,0,2,2
40,0,0,0,0,0,1,0,0,1,0,3,1,1
41,2,0,0,0,0,0,0,0,0,0,0,6,2
42,0,0,0,0,0,0,0,3,0,1,3,1,4
43,0,0,0,0,0,0,0,0,1,0,1,2,0
44,3,0,0,0,0,0,0,1,1,0,0,1,2
45,0,0,0,0,0,0,1,0,2,0,0,5,4
46,1,0,0,0,0,0,0,0,0,2,3,4,1
47,0,0,0,0,0,0,0,2,1,1,2,3,1
48,1,0,0,0,0,0,1,0,1,0,4,4,4
49,1,0,1,0,0,0,0,0,0,2,0,1,3
50,0,0,0,0,0,1,0,1,0,2,3,0,5
51,0,0,0,0,0,0,0,1,1,1,1,3,1
52,0,0,0,0,0,0,1,0,0,0,1,3,4
53,0,0,0,0,0,0,0,0,0,0,0,0,0
