week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,4,8,8,13,24,41
2,9,9,14,27,33,33
3,8,13,11,15,25,39
4,5,12,14,13,18,25
5,6,11,10,8,19,30
6,8,16,6,22,20,28
7,6,7,16,25,26,31
8,5,5,12,13,16,31
9,4,7,7,21,32,26
10,9,7,13,19,28,18
11,8,8,15,19,22,25
12,6,6,14,16,13,18
13,4,6,5,13,20,22
14,4,7,15,7,16,12
15,8,8,13,9,20,17
16,5,8,8,14,16,23
17,5,7,15,14,11,20
18,5,12,10,14,14,19
19,7,7,3,14,17,18
20,4,10,11,9,22,18
21,7,13,9,13,8,16
22,5,5,8,14,24,19
23,5,6,6,9,13,21
24,7,9,10,12,15,15
25,7,5,12,12,15,12
26,6,5,13,10,13,21
27,5,7,12,9,25,20
28,8,12,9,17,14,18
29,7,7,10,20,16,17
30,7,8,7,17,12,25
31,7,5,6,16,19,19
32,2,8,14,13,14,16
33,6,11,11,10,23,15
34,5,8,11,15,17,17
35,5,1,9,13,18,11
36,8,7,13,6,13,17
37,9,7,14,15,19,22
38,1,5,20,10,14,25
39,3,11,8,9,9,17
40,5,11,10,13,13,19
41,6,6,16,12,16,17
42,3,9,11,11,17,29
43,7,6,6,15,15,19
44,1,7,10,21,15,16
45,6,7,13,13,16,21
46,10,4,11,10,15,22
47,1,8,14,10,22,22
48,3,9,9,12,20,29
49,9,13,13,16,22,12
50,12,6,17,12,15,16
51,8,7,9,10,18,21
52,6,10,11,10,19,24
53,0,0,0,0,0,0
