week,Y0T4,Y5T9,Y10T14,Y15T19,Y20T24,Y25T29,Y30T34,Y35T39,Y40T44,Y45T49,Y50T54,Y55T59,Y60T64
1,7,0,0,2,1,2,5,5,2,9,33,50,53
2,8,3,1,3,2,3,7,8,5,13,33,41,73
3,4,0,0,2,2,3,4,5,10,11,19,52,64
4,6,0,0,0,2,1,4,3,6,16,24,49,66
5,9,1,0,5,2,5,3,7,10,15,21,30,63
6,4,2,0,4,4,2,4,1,12,12,27,33,73
7,2,1,1,1,1,2,3,6,7,7,14,35,56
8,4,1,2,1,4,6,3,3,11,16,19,30,51
9,9,2,1,0,2,5,5,6,2,8,16,44,60
10,3,0,1,1,0,1,2,2,8,13,28,41,53
11,8,1,0,2,1,4,4,6,6,10,25,30,55
12,7,1,1,2,4,4,4,6,7,12,31,30,49
13,8,1,0,2,3,6,5,6,9,12,16,38,47
14,9,0,0,3,3,0,3,5,6,14,31,40,53
15,8,1,0,1,2,3,4,3,9,16,14,44,57
16,3,1,0,1,3,5,8,4,5,11,29,30,73
17,2,0,0,4,3,3,5,2,7,9,25,35,72
18,11,0,1,1,4,11,6,6,8,13,24,33,52
19,10,0,0,2,1,2,7,2,9,17,24,45,59
20,8,3,0,0,2,4,2,2,13,13,25,44,46
21,7,1,4,2,2,4,6,3,6,16,26,48,48
22,6,0,0,2,0,3,3,8,6,8,22,40,60
23,6,1,0,4,4,3,3,3,10,11,27,38,60
24,2,0,1,0,2,7,3,5,4,6,20,47,57
25,8,0,0,1,2,8,1,9,12,10,31,44,48
26,6,0,1,0,3,4,8,5,8,9,26,35,57
27,6,0,1,0,2,4,3,7,8,17,27,20,64
28,6,0,1,1,1,4,5,6,4,11,24,36,56
29,10,0,0,2,4,2,3,6,9,16,23,41,38
30,4,1,2,1,2,0,1,5,6,13,19,39,48
31,2,0,0,1,0,7,3,6,13,17,19,36,56
32,4,0,1,2,4,9,6,7,7,16,26,51,63
33,3,0,0,1,1,3,6,3,5,12,32,53,55
34,4,1,1,1,2,4,6,6,9,12,19,48,55
35,4,1,0,0,2,4,5,4,13,11,21,45,81
36,9,1,0,2,4,2,7,4,10,13,23,41,58
37,8,1,1,0,1,7,6,4,5,16,32,44,45
38,9,0,1,1,8,5,5,5,5,12,29,46,63
39,5,0,1,4,5,3,7,4,7,13,25,45,56
40,5,0,1,2,0,4,5,10,6,13,27,35,53
41,4,0,1,2,3,4,7,6,8,23,25,50,57
42,3,0,2,2,3,6,5,6,11,15,26,48,52
43,6,2,2,4,1,1,4,6,8,12,27,51,53
44,6,1,0,1,3,0,2,5,4,10,16,44,67
45,6,0,0,2,4,2,10,4,8,11,21,30,56
46,6,0,1,1,0,2,2,5,9,13,28,40,46
47,11,0,2,4,2,1,6,7,12,9,26,43,70
48,2,1,0,3,3,3,4,5,7,11,22,52,77
49,3,0,0,0,5,7,4,6,12,14,28,41,71
50,5,0,1,3,1,8,3,11,5,10,27,52,76
51,8,0,0,3,3,4,3,5,5,15,17,51,51
52,11,0,0,0,4,6,8,4,3,7,25,54,64
53,0,0,0,0,0,0,0,0,0,0,0,0,0
