week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,1,1,3,3,4,6
2,3,2,0,3,3,4
3,1,1,0,1,4,3
4,0,1,2,3,4,7
5,0,1,1,0,1,6
6,0,0,4,3,2,7
7,1,1,1,2,0,3
8,3,0,4,4,3,3
9,1,4,2,2,2,1
10,0,1,4,1,0,6
11,3,1,3,1,4,4
12,2,1,1,4,7,10
13,2,2,2,4,3,4
14,4,2,4,2,2,8
15,0,0,3,0,3,4
16,1,1,1,1,3,3
17,0,3,3,1,0,6
18,1,3,2,1,3,2
19,1,1,1,3,1,3
20,0,0,1,1,2,5
21,0,1,2,4,1,2
22,0,0,2,3,3,4
23,1,1,2,2,4,3
24,0,3,1,1,4,3
25,0,0,0,2,0,7
26,1,4,0,3,0,3
27,1,1,3,4,3,3
28,0,1,1,0,4,2
29,1,0,0,3,3,4
30,0,0,1,1,2,3
31,1,0,2,5,0,5
32,0,3,2,1,2,3
33,0,0,2,2,2,6
34,0,1,2,4,4,4
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
