week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,82,134,186,220,313,451
2,75,124,171,226,279,457
3,88,123,160,229,263,457
4,76,104,146,219,295,464
5,70,102,151,222,276,492
6,70,101,136,221,293,478
7,82,104,168,242,324,473
8,77,100,164,230,270,441
9,84,108,167,208,325,433
10,64,104,172,230,283,470
11,83,112,188,210,308,486
12,48,124,177,235,321,462
13,91,124,178,202,294,485
14,80,117,182,221,273,410
15,63,107,171,195,259,390
16,84,101,145,222,270,403
17,85,87,187,175,243,349
18,65,100,136,195,260,345
19,78,105,125,163,257,332
20,85,117,150,206,224,350
21,72,85,142,169,228,356
22,66,108,135,172,225,333
23,82,79,148,172,206,338
24,70,97,152,207,269,384
25,74,103,170,239,260,372
26,78,118,154,186,242,365
27,65,89,153,195,261,391
28,60,99,142,198,248,398
29,69,98,162,219,308,410
30,84,105,153,205,315,413
31,66,89,154,193,282,368
32,61,99,140,190,245,357
33,87,82,150,169,228,338
34,78,91,143,177,238,326
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
