week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,1,2,0,2,2,1
2,0,0,1,4,1,2
3,0,0,1,3,1,5
4,0,0,2,1,0,3
5,1,0,0,0,0,3
6,0,0,2,1,2,6
7,0,1,0,2,1,3
8,0,1,0,1,1,4
9,0,1,0,2,0,2
10,2,0,0,0,3,4
11,0,0,0,3,2,1
12,0,0,0,3,2,2
13,0,1,0,0,2,3
14,0,1,3,0,2,5
15,1,1,1,1,1,1
16,1,0,0,0,1,1
17,1,0,0,1,1,1
18,1,1,0,1,2,6
19,2,1,0,0,1,0
20,0,1,2,1,3,1
21,0,0,0,2,1,1
22,1,0,2,1,0,4
23,0,1,1,2,0,2
24,0,0,0,0,2,1
25,0,0,0,0,2,0
26,0,1,1,1,1,3
27,1,0,0,1,0,1
28,0,1,0,2,1,3
29,1,0,0,0,0,0
30,0,1,0,1,1,2
31,0,1,0,3,2,0
32,0,0,0,1,1,1
33,0,0,0,0,2,1
34,1,0,0,1,0,2
35,1,1,0,1,4,0
36,0,1,1,0,2,1
37,0,0,4,0,3,1
38,1,1,1,3,1,0
39,1,0,2,1,3,0
40,0,0,0,0,0,0
41,0,1,0,2,1,4
42,1,1,0,1,0,0
43,0,1,0,0,2,2
44,0,1,0,1,1,1
45,1,0,0,0,2,1
46,0,0,2,2,0,0
47,1,0,1,0,1,3
48,0,0,2,1,0,4
49,1,0,0,2,1,4
50,0,1,0,3,5,5
51,0,0,1,4,0,2
52,0,0,1,1,1,2
53,0,0,0,0,0,0
