week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,89,90,132,212,306,403
2,77,124,147,195,284,488
3,98,111,150,225,338,418
4,81,114,145,214,302,454
5,89,124,159,219,326,480
6,91,144,170,251,318,515
7,90,117,152,292,386,557
8,96,125,178,256,360,558
9,101,123,168,268,352,537
10,79,111,154,268,311,455
11,92,118,177,247,310,434
12,83,109,132,229,285,414
13,78,112,139,181,259,360
14,68,117,140,206,244,343
15,78,97,131,194,250,321
16,89,115,130,190,259,338
17,86,104,120,184,241,323
18,91,111,137,203,251,331
19,64,92,123,183,225,304
20,80,100,125,161,217,291
21,76,87,124,162,230,286
22,77,96,116,157,195,289
23,73,104,134,185,223,291
24,81,116,125,170,221,288
25,76,72,131,176,205,278
26,82,107,122,153,250,288
27,91,113,149,198,249,318
28,87,115,144,224,244,367
29,89,109,129,199,250,316
30,72,122,126,164,235,300
31,75,83,114,177,237,286
32,66,98,125,189,233,319
33,72,91,125,212,236,292
34,74,95,145,209,217,243
35,79,99,148,196,212,266
36,71,101,125,178,249,266
37,74,105,143,196,211,276
38,76,109,120,183,237,234
39,83,103,126,201,226,300
40,71,109,126,194,229,315
41,66,111,146,186,235,264
42,75,113,135,185,239,302
43,73,102,133,183,238,305
44,88,111,131,216,259,301
45,75,99,130,195,219,281
46,85,111,123,184,229,289
47,59,104,123,196,271,322
48,83,122,130,204,236,317
49,76,117,141,217,258,313
50,87,99,159,187,229,295
51,74,110,141,196,221,294
52,83,116,137,196,285,298
53,81,118,140,199,275,341
