week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,4,1,2,8,8,12
2,4,4,4,6,5,10
3,3,4,2,1,8,13
4,1,6,5,3,9,8
5,4,1,7,1,6,9
6,3,4,2,14,9,17
7,5,2,8,12,13,17
8,3,2,9,6,9,17
9,5,5,1,5,13,11
10,3,4,6,12,6,13
11,6,3,3,7,6,9
12,3,3,6,10,7,16
13,0,1,6,1,7,9
14,2,5,4,4,7,8
15,5,0,2,6,8,7
16,3,3,2,3,9,6
17,5,1,2,7,5,5
18,5,4,2,4,8,11
19,0,1,4,5,5,11
20,2,6,0,3,6,8
21,0,0,2,11,2,8
22,3,4,3,4,4,5
23,2,3,0,7,3,4
24,1,2,1,5,9,7
25,3,3,5,4,6,3
26,3,3,5,6,8,6
27,1,2,4,11,5,6
28,1,2,3,4,12,11
29,0,3,1,3,2,8
30,1,1,3,6,4,10
31,0,3,1,5,8,7
32,3,1,3,1,8,10
33,1,5,5,5,12,9
34,1,3,4,3,7,4
35,4,1,0,6,9,10
36,2,1,3,2,4,2
37,1,0,1,5,3,7
38,0,4,1,6,8,10
39,2,2,4,6,9,5
40,3,2,2,4,8,17
41,2,1,4,6,7,5
42,1,6,3,4,7,5
43,1,4,2,4,1,7
44,2,2,4,2,7,9
45,3,1,4,2,5,9
46,1,6,2,4,6,4
47,1,6,3,3,11,4
48,1,3,5,10,5,8
49,1,2,4,9,5,5
50,2,2,4,6,8,9
51,2,6,2,9,5,7
52,1,4,3,4,11,7
53,1,0,2,4,4,10
