week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,5,2,7,7,9,13
2,3,7,5,7,11,17
3,2,5,7,7,13,18
4,4,5,5,4,7,19
5,4,3,12,6,9,18
6,3,2,4,10,6,15
7,7,5,7,5,12,12
8,0,1,6,5,10,17
9,4,1,8,6,15,4
10,2,1,4,5,7,12
11,5,2,6,3,12,13
12,0,4,6,8,9,16
13,5,6,8,3,3,11
14,2,6,3,9,12,11
15,1,7,7,1,7,6
16,1,3,2,11,10,13
17,5,2,9,6,5,8
18,3,3,3,4,7,10
19,6,9,3,4,9,15
20,1,4,7,6,8,16
21,5,2,4,2,6,9
22,6,3,7,8,8,12
23,0,2,8,6,7,6
24,3,4,6,8,2,15
25,4,3,4,6,9,9
26,1,3,3,3,7,8
27,3,0,6,8,10,11
28,3,5,3,6,10,12
29,5,3,8,13,12,8
30,2,4,7,8,9,10
31,4,3,4,9,11,13
32,5,4,2,5,9,8
33,6,4,7,3,7,13
34,4,4,8,8,8,9
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
