week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,1,3,4,3,8,5
2,3,1,3,2,5,7
3,1,1,3,6,5,10
4,2,1,5,2,4,7
5,4,2,1,4,3,7
6,2,1,2,4,1,6
7,2,0,4,5,3,7
8,0,0,6,2,6,7
9,3,2,1,4,4,3
10,1,2,2,5,9,6
11,0,4,5,3,6,7
12,1,4,2,5,2,3
13,2,2,8,9,4,11
14,2,3,1,6,4,5
15,1,1,3,5,7,5
16,2,6,3,4,6,9
17,1,2,3,5,7,4
18,1,1,3,3,5,3
19,1,2,1,7,4,6
20,0,1,5,3,4,11
21,1,2,4,4,4,5
22,0,0,5,5,2,4
23,1,2,1,2,10,6
24,1,2,2,0,6,3
25,3,2,0,7,3,9
26,1,0,0,2,4,1
27,0,1,0,3,6,3
28,0,2,4,5,3,4
29,2,2,5,10,3,4
30,1,2,1,4,3,11
31,3,1,6,1,3,5
32,1,1,2,4,4,4
33,3,1,3,4,5,7
34,1,0,1,5,4,4
35,0,2,1,1,5,6
36,1,5,1,5,7,1
37,0,0,0,5,2,5
38,0,1,4,2,1,2
39,1,3,0,4,4,2
40,2,2,4,3,6,4
41,0,2,5,4,6,4
42,0,4,2,2,7,10
43,0,3,4,9,6,13
44,1,3,7,8,9,12
45,2,5,8,10,5,6
46,2,6,5,5,5,4
47,2,1,2,6,12,7
48,2,5,4,8,6,11
49,2,5,5,5,12,4
50,0,2,6,3,6,7
51,2,2,6,5,10,8
52,1,2,2,8,9,9
53,4,3,2,12,8,18
