week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,4,5,8,6,22,17
2,3,4,15,12,9,18
3,2,8,8,5,21,21
4,3,5,6,18,15,27
5,1,4,5,9,9,29
6,3,2,11,12,21,12
7,2,9,8,7,12,20
8,4,4,6,11,9,19
9,4,3,5,7,7,9
10,2,7,7,5,16,12
11,5,5,4,12,8,7
12,1,7,5,11,6,7
13,6,2,8,6,6,11
14,3,7,5,8,16,8
15,4,3,5,5,9,11
16,3,6,5,6,9,18
17,5,4,2,8,8,11
18,3,3,6,6,5,7
19,3,6,8,9,8,13
20,1,5,7,6,18,16
21,4,4,6,8,12,13
22,2,5,5,8,8,11
23,3,4,5,5,10,6
24,4,7,7,10,7,10
25,2,4,10,9,8,8
26,1,3,5,4,6,11
27,3,12,4,8,7,9
28,3,4,5,12,12,12
29,5,4,6,4,5,11
30,5,6,9,6,9,9
31,4,1,6,10,10,8
32,1,5,7,8,6,13
33,6,1,7,10,7,10
34,2,6,5,10,6,9
35,3,2,3,9,9,12
36,7,4,4,6,7,6
37,3,10,7,9,10,16
38,1,6,6,11,4,15
39,3,5,3,7,2,9
40,5,5,10,7,10,11
41,5,3,7,9,14,16
42,2,4,7,8,8,5
43,2,4,7,9,8,12
44,2,4,4,3,13,6
45,3,6,5,7,11,12
46,3,8,5,8,13,14
47,3,4,10,12,10,10
48,4,7,11,9,9,15
49,6,5,10,7,14,15
50,1,4,11,10,10,4
51,1,9,6,14,12,10
52,2,6,11,11,12,6
53,0,0,0,0,0,0
