week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,3,5,2,0,3,16
2,3,1,0,3,6,12
3,4,4,3,7,7,7
4,4,1,3,7,6,8
5,2,3,1,8,6,9
6,1,4,1,2,6,6
7,0,3,6,8,6,5
8,1,2,5,5,10,11
9,0,2,3,8,10,9
10,2,1,5,2,4,10
11,1,2,7,5,4,6
12,2,3,5,8,9,8
13,0,3,4,5,4,8
14,4,2,3,0,6,16
15,1,2,3,3,2,13
16,1,2,4,3,5,5
17,0,0,9,2,5,7
18,2,2,3,5,9,9
19,1,6,3,9,7,6
20,1,2,4,7,9,12
21,3,5,3,3,7,10
22,2,2,4,8,6,6
23,1,2,4,5,7,7
24,3,4,3,2,5,7
25,1,1,3,10,5,7
26,2,2,5,2,7,7
27,3,1,3,7,6,6
28,4,1,2,7,5,5
29,1,3,3,7,6,3
30,0,3,1,3,10,5
31,4,3,3,7,4,8
32,0,2,3,3,1,7
33,2,3,3,4,8,8
34,1,0,2,7,1,3
35,2,5,3,8,10,6
36,4,1,3,4,12,17
37,4,2,3,4,10,8
38,2,1,2,5,7,11
39,2,1,10,1,7,5
40,2,3,3,9,5,4
41,2,3,2,5,6,6
42,3,2,4,2,5,9
43,2,4,5,2,7,4
44,3,4,1,6,1,9
45,2,1,1,4,4,7
46,0,3,5,8,10,8
47,2,2,5,6,5,7
48,4,3,4,7,5,6
49,2,2,3,7,3,9
50,1,2,3,7,3,11
51,1,1,3,4,13,10
52,5,4,3,2,3,10
53,0,0,0,0,0,0
