week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,10,8,11,17,19,29
2,8,10,13,14,22,23
3,10,14,9,16,13,23
4,7,9,7,26,9,39
5,12,9,9,20,24,34
6,7,9,14,15,21,27
7,5,6,7,13,17,30
8,9,13,11,24,23,27
9,6,9,9,16,15,38
10,8,13,13,16,25,43
11,9,12,12,11,18,26
12,7,9,10,15,20,32
13,6,4,16,18,15,29
14,7,8,5,9,26,33
15,9,14,11,14,13,29
16,8,9,15,14,14,19
17,9,11,8,12,14,20
18,4,11,9,12,21,28
19,5,6,9,14,17,26
20,8,9,10,13,13,30
21,8,12,11,15,31,25
22,11,6,7,19,22,35
23,6,9,7,12,15,35
24,8,6,13,14,15,24
25,5,10,4,10,25,31
26,8,8,9,12,20,27
27,8,9,12,14,19,23
28,2,4,13,18,21,21
29,7,13,18,18,19,25
30,6,7,7,13,20,29
31,2,5,8,8,20,15
32,4,12,8,7,23,28
33,6,6,8,15,14,21
34,6,10,17,11,23,25
35,5,6,10,4,17,23
36,5,7,6,16,17,31
37,5,9,6,10,18,24
38,7,8,11,14,13,28
39,8,8,2,19,20,31
40,5,10,10,11,26,24
41,7,12,13,19,15,34
42,3,11,11,15,18,30
43,6,15,18,12,17,36
44,6,6,14,12,23,22
45,10,13,12,15,28,22
46,4,10,7,18,30,31
47,2,9,5,10,20,28
48,14,12,10,19,17,22
49,6,13,13,17,14,35
50,11,9,15,15,18,28
51,8,7,15,17,11,29
52,6,9,13,21,37,43
53,0,0,0,0,0,0
