week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,6,2,8,10,9,8
2,1,4,5,5,7,11
3,2,4,1,7,8,8
4,1,1,3,9,9,7
5,4,3,4,4,4,8
6,3,4,2,3,9,11
7,2,3,6,5,10,15
8,1,4,6,5,9,8
9,3,5,6,6,9,11
10,1,4,4,10,12,12
11,2,3,4,8,9,10
12,1,6,5,6,8,15
13,5,5,4,5,12,13
14,2,3,6,3,6,15
15,2,3,10,1,12,9
16,2,3,4,12,6,12
17,3,5,5,7,2,9
18,1,2,1,6,8,12
19,3,3,2,4,3,10
20,3,5,2,6,6,10
21,1,3,2,4,8,9
22,1,0,8,6,8,13
23,3,1,6,4,8,13
24,3,7,3,5,8,16
25,1,4,3,13,9,7
26,1,4,7,4,10,7
27,1,1,5,7,5,9
28,3,3,7,11,5,10
29,3,5,3,7,9,10
30,1,5,2,5,8,13
31,0,4,2,6,9,14
32,1,4,5,6,10,8
33,1,2,8,6,6,13
34,2,0,1,4,10,7
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
