week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,2,2,5,7,10,12
2,2,5,5,2,5,10
3,4,6,7,6,11,9
4,2,7,5,5,12,7
5,2,2,6,3,12,20
6,0,1,7,6,6,14
7,3,1,5,4,8,20
8,1,2,7,7,12,14
9,2,1,0,3,6,6
10,1,5,3,7,8,6
11,0,4,5,9,11,7
12,3,4,10,8,9,11
13,3,5,11,5,12,12
14,3,5,6,11,20,13
15,3,7,9,15,5,15
16,6,5,6,13,14,27
17,0,2,5,5,11,13
18,4,2,2,4,6,8
19,1,3,5,3,7,4
20,4,6,7,8,6,5
21,4,6,4,3,6,6
22,2,3,6,5,4,8
23,1,2,6,3,7,12
24,1,3,7,5,8,7
25,3,4,8,4,8,8
26,4,4,5,11,7,10
27,2,1,5,8,6,10
28,1,5,4,8,6,7
29,2,2,3,4,4,8
30,3,5,3,7,5,5
31,1,2,4,9,11,8
32,2,1,7,4,2,7
33,1,3,2,4,4,19
34,1,1,4,4,8,14
35,3,4,8,2,7,12
36,3,5,5,3,9,9
37,2,4,2,5,16,11
38,4,3,9,7,8,13
39,2,4,2,7,8,12
40,8,2,9,3,8,6
41,2,3,5,8,3,10
42,2,2,7,7,9,10
43,6,4,7,6,21,14
44,3,4,15,10,16,22
45,3,9,13,15,30,28
46,5,10,14,22,29,24
47,4,7,10,16,22,30
48,2,8,9,17,16,17
49,0,7,8,11,15,15
50,5,6,9,14,8,16
51,4,7,5,5,12,14
52,4,12,9,10,10,6
53,2,5,5,14,7,11
