week,Y0T4,Y5T9,Y10T14,Y15T19,Y20T24,Y25T29,Y30T34,Y35T39,Y40T44,Y45T49,Y50T54,Y55T59,Y60T64
1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,1,1
4,0,0,2,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,1,0
6,0,0,0,0,0,1,0,0,0,0,0,2,0
7,0,0,0,0,0,0,0,0,1,0,0,0,1
8,0,0,0,0,0,0,0,0,0,0,1,0,0
9,0,0,0,0,0,0,0,0,0,0,0,1,0
10,0,0,0,0,0,0,0,0,0,0,0,1,2
11,0,0,0,0,0,0,1,0,0,0,0,2,1
12,0,0,0,0,0,0,0,0,0,0,0,2,1
13,0,0,0,0,0,0,0,0,0,1,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,1,0,0,0,0,0,0,0,1
16,1,0,0,0,0,0,0,0,0,0,0,0,1
17,1,0,0,0,0,0,0,0,0,1,0,0,1
18,0,0,0,0,0,0,0,1,0,0,1,1,0
19,0,0,0,0,0,0,0,0,0,0,1,0,1
20,0,0,0,0,0,0,0,0,0,1,0,1,0
21,0,0,0,0,0,0,1,0,0,0,0,0,0
22,0,0,0,0,0,0,0,1,0,0,0,0,1
23,0,0,0,0,0,0,0,0,0,0,1,1,1
24,1,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,0,0,0,0,0,0,0,0,2,0,0
26,0,0,0,0,0,0,0,1,0,0,0,0,3
27,0,0,0,0,0,0,0,0,0,1,0,1,1
28,0,0,0,0,0,0,0,0,0,0,0,1,0
29,0,0,0,0,0,1,0,0,0,0,0,0,1
30,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,2,0,0,1
33,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,1,0,1,1,0,2,0
35,0,0,0,0,0,0,0,0,0,0,0,0,1
36,0,0,0,0,0,0,0,0,0,0,1,0,0
37,0,0,0,0,0,1,0,0,0,0,1,0,1
38,0,0,0,0,0,0,0,0,0,1,1,0,0
39,0,0,0,0,0,0,0,0,0,0,0,3,0
40,1,0,0,0,0,1,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0,0,0,0,1,0
42,0,0,0,0,0,0,0,0,0,0,0,0,1
43,0,0,0,0,0,0,0,0,0,0,0,1,0
44,1,0,0,0,0,0,0,0,0,0,1,1,0
45,0,0,0,0,0,0,1,0,0,0,1,2,0
46,0,0,0,0,0,0,0,0,0,0,0,0,1
47,0,0,0,0,0,0,0,0,0,0,0,0,1
48,0,0,0,0,0,0,0,0,0,3,0,0,2
49,0,0,0,0,0,0,0,0,0,0,1,1,3
50,0,0,0,0,0,0,0,0,0,0,1,0,1
51,0,0,1,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,1,1
53,0,0,0,0,0,0,0,0,0,1,0,1,0
