week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,1,0,0,1,1,1
2,0,0,0,2,1,2
3,0,2,2,0,1,1
4,1,1,0,0,0,2
5,0,1,0,0,2,2
6,0,5,0,1,3,3
7,2,0,2,0,0,2
8,0,1,1,1,7,1
9,1,1,2,0,1,1
10,1,0,1,2,3,1
11,1,1,1,0,1,3
12,0,0,0,1,1,1
13,0,0,1,1,0,4
14,1,0,0,5,1,4
15,0,1,0,0,4,1
16,0,1,0,0,0,0
17,0,0,1,0,2,2
18,0,0,0,0,0,2
19,2,1,0,1,1,2
20,0,1,1,1,2,3
21,0,0,1,1,2,3
22,1,0,0,1,2,1
23,0,2,1,1,1,4
24,0,1,1,1,1,0
25,0,0,0,1,0,1
26,0,0,0,3,2,2
27,0,0,0,0,0,2
28,1,0,1,0,1,1
29,0,0,0,0,0,2
30,0,0,1,1,1,1
31,0,1,0,1,2,2
32,1,0,0,1,0,0
33,1,0,0,0,1,4
34,0,0,1,2,0,1
35,0,1,1,0,2,0
36,0,1,0,3,0,3
37,0,1,1,3,4,0
38,0,1,2,0,0,0
39,2,0,2,1,1,0
40,0,0,0,0,1,0
41,0,0,0,0,3,2
42,0,2,2,2,1,0
43,0,0,0,2,0,1
44,1,1,0,1,2,2
45,0,0,0,1,3,1
46,0,0,1,0,2,2
47,0,0,2,1,0,2
48,0,0,1,1,2,2
49,1,1,0,1,3,0
50,0,0,0,2,3,2
51,1,0,0,1,0,2
52,0,0,3,0,1,2
53,0,0,0,0,0,0
