week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,1,0,3,1,5,6
2,2,1,2,0,3,1
3,0,1,0,5,0,0
4,0,2,3,0,2,4
5,1,2,3,2,0,5
6,1,1,0,1,2,2
7,1,2,0,3,4,3
8,2,2,3,1,2,2
9,1,1,4,2,4,4
10,1,2,2,2,6,3
11,5,5,0,0,2,4
12,0,0,1,1,7,4
13,1,0,1,1,1,5
14,1,0,2,2,3,4
15,0,1,0,2,3,2
16,1,1,1,3,0,5
17,0,2,1,1,2,2
18,0,1,1,2,3,1
19,2,0,0,2,2,4
20,1,0,0,4,3,6
21,1,0,0,2,3,2
22,0,1,0,0,2,2
23,1,1,0,2,2,2
24,1,2,1,1,3,0
25,1,3,2,3,3,3
26,2,2,0,1,2,4
27,0,1,4,1,3,3
28,1,0,0,4,1,2
29,0,4,1,3,4,1
30,0,2,0,3,3,3
31,0,0,0,2,1,8
32,1,0,2,1,6,5
33,0,2,2,0,2,1
34,1,0,3,1,2,6
35,2,0,1,2,3,1
36,1,2,3,4,2,2
37,0,3,0,1,3,3
38,1,2,3,1,3,1
39,2,3,1,1,1,1
40,2,0,1,1,4,2
41,1,0,1,6,1,2
42,1,0,1,2,5,3
43,2,3,3,2,1,3
44,1,0,0,0,0,4
45,0,1,1,0,3,6
46,1,0,2,4,2,6
47,0,2,2,0,2,7
48,0,1,0,0,3,2
49,0,1,3,0,3,3
50,1,3,2,3,2,3
51,0,0,4,4,5,3
52,2,0,2,1,3,2
53,0,0,0,0,0,0
