week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,1,1,3,2,6,12
2,0,4,1,11,7,8
3,0,0,1,4,8,8
4,0,1,1,2,4,4
5,0,2,0,5,3,7
6,1,1,0,1,3,3
7,1,0,2,1,3,8
8,0,1,1,2,5,8
9,1,0,1,3,6,2
10,0,1,1,1,5,4
11,1,0,3,2,1,1
12,0,1,3,5,2,6
13,1,3,1,8,2,1
14,1,1,0,0,2,4
15,2,1,5,2,5,5
16,0,1,2,0,3,6
17,0,1,5,4,5,8
18,1,5,3,3,0,3
19,1,0,1,4,0,6
20,1,3,6,3,6,1
21,0,2,2,0,3,4
22,0,4,2,2,1,4
23,0,1,1,3,4,3
24,0,0,2,5,2,5
25,2,0,3,2,1,5
26,0,2,1,0,4,5
27,0,1,3,1,4,5
28,1,1,4,0,5,5
29,1,0,1,2,4,1
30,0,0,1,3,4,0
31,1,1,1,1,1,7
32,1,1,3,0,1,1
33,1,0,1,3,4,1
34,1,0,2,1,4,1
35,0,2,0,1,4,4
36,1,5,2,6,6,3
37,0,2,2,6,5,2
38,1,2,2,0,3,1
39,1,2,1,4,7,2
40,1,0,2,3,6,2
41,0,4,3,0,0,3
42,1,2,3,3,5,7
43,1,1,1,1,3,2
44,1,0,3,6,5,11
45,2,1,1,3,5,3
46,2,5,0,4,2,6
47,1,1,4,5,5,5
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
