week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,7,10,9,17,30,44
2,7,17,13,15,25,51
3,8,12,8,16,27,40
4,7,7,10,14,22,34
5,4,14,17,15,31,43
6,11,11,13,9,17,31
7,7,11,12,17,19,40
8,4,10,18,18,16,38
9,6,9,14,21,19,48
10,7,12,10,13,26,34
11,11,12,16,15,24,38
12,5,10,7,20,17,41
13,11,6,12,17,22,26
14,6,4,11,10,16,37
15,11,10,8,24,21,32
16,6,12,11,13,20,39
17,6,12,12,11,21,23
18,6,7,15,17,24,32
19,8,8,9,11,19,28
20,8,11,9,22,15,24
21,7,7,12,19,21,31
22,2,7,7,16,18,32
23,11,9,10,10,22,23
24,8,9,12,18,19,15
25,10,4,15,14,18,21
26,6,4,11,25,22,33
27,3,5,12,22,21,23
28,8,10,8,17,23,28
29,5,10,12,10,26,23
30,7,9,10,7,28,26
31,7,11,17,10,24,20
32,9,10,14,14,14,30
33,10,9,10,17,19,29
34,8,11,9,18,22,17
35,4,5,13,12,19,34
36,3,12,11,12,16,28
37,6,5,10,16,16,31
38,3,7,7,13,19,27
39,10,12,8,15,22,33
40,3,10,11,16,30,28
41,13,7,7,15,24,34
42,4,9,11,17,15,21
43,4,7,18,18,20,24
44,7,17,9,15,23,32
45,7,13,15,11,18,30
46,6,7,9,14,20,28
47,4,5,7,16,15,32
48,9,11,12,19,22,36
49,7,9,15,19,20,35
50,8,13,9,14,21,31
51,5,8,8,9,24,28
52,4,6,13,14,20,41
53,0,0,0,0,0,0
