week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,2,2,4,1,6,4
2,0,0,4,2,2,3
3,2,0,2,2,0,6
4,0,1,4,4,4,4
5,2,0,3,2,5,6
6,1,4,2,0,4,7
7,1,4,2,2,4,6
8,5,2,0,3,3,12
9,0,2,2,2,4,5
10,0,0,2,2,2,7
11,1,0,0,4,2,8
12,0,1,4,3,3,9
13,0,2,0,3,4,7
14,2,2,2,1,5,4
15,0,1,0,1,2,5
16,1,1,4,4,3,7
17,1,1,1,1,1,12
18,3,0,1,2,2,1
19,0,1,1,1,1,4
20,2,2,0,0,1,5
21,0,2,2,1,2,2
22,1,2,2,3,0,5
23,2,1,2,1,2,5
24,0,1,2,3,4,6
25,0,1,0,1,1,6
26,1,1,2,3,1,2
27,1,3,2,2,4,9
28,0,1,5,3,2,6
29,2,3,0,0,4,6
30,1,0,0,3,2,8
31,1,0,0,6,2,5
32,1,1,1,3,1,4
33,1,2,0,4,1,6
34,0,0,1,3,7,3
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
