week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,3,3,1,10,13,18
2,2,2,4,4,8,16
3,1,5,8,6,11,12
4,3,8,4,5,5,12
5,3,1,5,4,10,7
6,3,3,4,6,4,9
7,4,2,4,4,6,16
8,5,5,3,8,8,18
9,3,6,7,9,10,19
10,6,9,7,9,5,26
11,2,2,4,6,10,10
12,2,3,4,7,7,16
13,1,2,4,5,5,14
14,6,4,6,10,14,7
15,2,1,5,6,3,15
16,0,4,3,6,8,9
17,1,3,3,10,11,6
18,3,2,4,5,7,10
19,0,2,2,7,4,12
20,1,2,6,6,6,8
21,2,4,5,6,11,12
22,1,1,5,8,4,6
23,2,6,5,5,7,6
24,1,4,4,4,9,11
25,2,3,4,5,7,6
26,1,10,2,1,5,6
27,3,4,3,5,6,7
28,1,4,5,3,7,6
29,3,1,3,6,3,9
30,2,4,4,2,6,6
31,2,3,4,2,13,12
32,0,5,4,5,10,1
33,4,5,6,4,3,6
34,4,2,3,1,7,9
35,6,3,4,7,12,9
36,2,2,6,4,9,5
37,1,4,4,4,7,13
38,2,4,2,10,5,14
39,1,2,3,9,8,8
40,3,5,3,6,9,7
41,3,2,6,9,6,3
42,2,3,4,5,4,15
43,0,4,5,5,4,7
44,3,3,6,4,9,10
45,3,3,3,8,3,8
46,3,2,4,5,5,18
47,3,5,5,2,4,7
48,0,4,6,5,10,9
49,4,2,2,6,9,12
50,2,5,3,6,7,6
51,0,3,6,8,9,7
52,3,5,4,8,9,7
53,0,0,0,0,0,0
