week,Y0T4,Y5T9,Y10T14,Y15T19,Y20T24,Y25T29,Y30T34,Y35T39,Y40T44,Y45T49,Y50T54,Y55T59,Y60T64
1,0,0,0,0,0,0,0,0,0,2,0,3,6
2,0,0,0,0,2,0,0,0,0,0,0,0,4
3,1,0,0,0,0,0,1,0,1,0,2,1,3
4,0,0,0,0,0,0,0,1,1,1,2,2,2
5,0,0,0,0,0,0,1,0,0,1,1,3,2
6,0,1,0,0,0,0,0,0,1,1,1,5,8
7,1,0,0,0,1,0,0,0,1,1,3,4,4
8,1,0,0,0,0,0,0,0,0,0,2,3,3
9,0,0,0,0,0,1,0,0,2,0,2,2,4
10,0,0,0,0,0,2,0,0,0,2,4,0,3
11,0,0,0,0,0,0,1,0,0,1,0,1,2
12,1,1,0,0,0,1,0,0,0,0,1,1,5
13,1,0,0,1,0,0,0,0,0,1,2,3,2
14,0,0,0,0,1,0,0,0,0,1,3,2,4
15,0,0,0,0,0,0,1,0,0,1,3,2,3
16,1,0,0,0,0,0,0,1,1,1,3,3,4
17,0,0,0,0,0,0,0,1,0,0,0,2,6
18,0,0,0,0,1,0,0,1,0,1,1,1,5
19,0,0,0,0,0,0,0,0,1,0,4,2,4
20,1,0,0,0,1,0,0,1,0,1,0,2,2
21,0,0,0,0,0,0,0,0,0,1,1,1,3
22,1,0,0,0,0,1,0,0,1,0,1,3,2
23,0,0,0,0,0,0,0,0,0,1,0,3,2
24,0,0,0,0,0,0,0,0,1,0,2,2,6
25,2,0,0,0,0,0,0,1,0,1,2,3,1
26,1,0,0,0,0,0,0,0,0,1,3,3,2
27,0,0,0,0,0,0,0,0,0,1,4,2,3
28,1,0,0,0,0,0,0,0,1,1,4,0,6
29,0,0,0,0,0,0,0,0,0,0,0,2,2
30,2,0,0,0,0,2,0,0,0,2,2,0,4
31,1,0,0,0,0,0,0,0,1,0,0,0,3
32,0,0,0,1,0,2,0,1,0,1,0,4,2
33,1,0,0,0,0,0,0,0,2,0,0,2,2
34,1,0,0,0,0,0,1,0,0,0,1,3,5
35,0,0,0,0,0,1,0,0,0,1,3,3,1
36,1,0,0,0,1,0,1,0,1,0,1,3,4
37,1,0,0,0,0,0,0,0,1,1,0,1,2
38,0,0,0,0,0,0,0,0,1,0,1,2,6
39,0,0,0,0,0,0,0,0,0,1,2,4,8
40,0,0,0,0,1,0,0,0,0,0,1,2,3
41,0,0,0,0,1,0,0,0,0,0,1,4,1
42,0,0,0,1,0,0,1,0,2,0,2,4,3
43,1,0,0,0,0,1,0,0,0,0,1,4,4
44,0,0,0,0,0,0,0,0,0,1,2,1,3
45,2,0,0,0,0,0,0,0,0,1,1,1,2
46,0,0,0,0,0,0,1,1,0,2,0,2,1
47,0,0,0,0,0,1,0,2,0,0,1,1,5
48,0,0,0,0,0,0,0,0,1,1,1,2,8
49,0,0,0,0,0,0,1,0,0,1,1,0,4
50,0,0,0,0,0,0,0,1,2,1,2,0,7
51,0,0,0,0,0,0,0,1,1,0,0,4,3
52,0,0,0,1,1,0,0,0,1,0,4,8,3
53,0,0,0,0,0,0,0,0,0,0,0,0,0
