week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,2,3,3,1,11,2
2,0,1,2,5,3,3
3,2,1,2,2,1,4
4,3,2,0,7,1,2
5,0,1,0,0,2,3
6,0,0,1,4,2,4
7,2,2,3,4,4,6
8,0,3,3,3,7,5
9,3,1,1,3,2,1
10,2,0,3,4,5,1
11,0,4,1,3,2,7
12,1,2,0,2,4,3
13,3,0,4,3,2,6
14,1,1,5,2,2,1
15,1,2,4,4,2,1
16,2,3,2,0,1,2
17,0,5,3,2,2,4
18,0,3,1,4,5,5
19,0,2,1,1,2,6
20,0,2,0,3,5,3
21,0,1,3,4,1,6
22,1,0,1,0,2,1
23,3,1,3,4,6,5
24,2,1,2,3,6,2
25,0,0,2,1,6,4
26,1,1,0,4,1,5
27,1,4,0,3,2,10
28,0,0,0,2,2,5
29,0,1,3,3,6,4
30,1,1,3,0,0,1
31,0,0,4,4,4,2
32,1,1,2,1,4,3
33,0,2,0,3,5,5
34,1,2,1,2,2,4
35,2,1,2,1,2,1
36,0,0,3,2,4,5
37,1,0,0,3,1,4
38,0,0,2,3,3,1
39,0,1,3,2,3,3
40,0,0,1,3,3,0
41,0,1,1,4,2,7
42,0,2,4,2,6,3
43,1,2,4,3,3,3
44,1,0,1,1,3,5
45,0,2,3,4,3,3
46,0,1,4,3,3,1
47,1,2,2,5,3,0
48,1,2,5,2,3,8
49,1,4,1,2,5,2
50,2,0,1,2,3,3
51,0,0,3,6,1,6
52,2,0,2,1,4,2
53,0,0,0,0,0,0
