week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,8,3,3,6,16,17
2,2,7,10,13,13,28
3,3,5,13,11,14,25
4,7,6,6,6,15,24
5,2,7,9,9,23,35
6,1,8,9,8,17,26
7,3,7,7,17,24,30
8,6,8,8,12,23,26
9,3,7,5,12,13,35
10,6,3,7,12,15,23
11,8,4,11,8,12,18
12,0,2,5,16,12,21
13,4,8,12,7,10,16
14,3,6,6,13,13,19
15,0,4,3,13,8,23
16,2,5,8,14,10,22
17,4,8,3,12,17,21
18,4,4,8,5,8,18
19,3,7,8,9,9,14
20,3,4,6,12,15,16
21,3,7,7,3,13,15
22,5,5,10,5,8,18
23,2,4,6,2,13,21
24,4,6,5,7,8,15
25,2,2,7,5,9,10
26,6,4,7,8,5,16
27,3,4,12,8,15,19
28,7,6,9,14,8,19
29,8,8,8,19,6,17
30,2,7,9,8,14,17
31,5,4,11,13,14,13
32,6,5,7,7,11,18
33,1,2,8,9,11,19
34,1,3,5,13,13,5
35,3,2,7,9,10,11
36,1,5,4,9,5,12
37,3,4,10,12,9,10
38,6,9,4,8,15,9
39,5,5,7,8,13,16
40,7,3,5,17,12,13
41,7,3,7,7,17,21
42,3,5,8,11,14,17
43,1,5,4,12,10,19
44,2,2,4,12,12,13
45,8,4,8,12,13,7
46,6,4,5,11,9,10
47,1,2,10,10,6,16
48,5,5,7,12,12,17
49,2,8,6,11,9,13
50,5,2,4,5,12,12
51,2,6,6,8,9,21
52,6,4,9,10,12,20
53,5,3,4,8,10,21
