week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,4,4,12,13,24,21
2,4,5,9,13,20,26
3,1,5,11,9,13,23
4,3,3,4,8,6,19
5,1,5,9,6,7,8
6,4,2,11,9,6,14
7,3,1,7,7,12,14
8,3,4,10,14,9,6
9,2,4,7,5,8,5
10,2,2,8,6,7,7
11,5,7,1,4,11,10
12,1,4,6,6,7,7
13,1,3,2,9,5,13
14,4,2,6,8,9,8
15,1,2,7,5,5,10
16,3,6,5,7,7,8
17,0,3,8,7,7,5
18,3,4,5,6,5,11
19,1,1,6,7,7,10
20,1,2,5,7,5,4
21,5,2,5,4,9,7
22,3,1,5,3,9,9
23,0,7,9,5,10,12
24,5,3,5,5,8,9
25,3,3,2,3,10,13
26,6,4,3,6,3,13
27,4,6,3,6,10,5
28,6,5,2,2,7,8
29,2,2,7,7,6,7
30,5,4,5,6,8,6
31,3,4,6,3,0,9
32,1,1,0,2,8,9
33,3,5,3,9,4,7
34,4,1,2,2,8,8
35,4,3,6,3,8,12
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
