week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,9,16,11,18,24,24
2,10,8,9,8,16,23
3,4,10,18,18,18,16
4,1,8,13,23,18,28
5,6,9,12,18,16,24
6,3,8,10,19,15,17
7,3,7,10,14,18,37
8,6,6,6,14,13,35
9,7,10,16,18,19,24
10,10,6,12,11,13,21
11,6,8,13,14,24,16
12,9,7,18,15,19,28
13,7,3,1,18,16,16
14,12,11,5,15,17,24
15,5,12,5,12,13,15
16,8,6,5,19,16,22
17,3,8,15,11,10,15
18,2,5,10,16,15,22
19,2,5,10,10,14,21
20,10,8,7,15,11,18
21,5,10,16,16,22,21
22,7,8,9,11,18,14
23,3,7,14,17,18,21
24,9,9,7,22,16,15
25,11,7,13,18,13,15
26,3,11,10,15,17,21
27,5,5,10,13,14,10
28,6,4,5,15,15,16
29,5,5,13,26,21,18
30,6,6,11,15,29,12
31,6,9,10,14,11,14
32,3,10,17,14,14,15
33,11,6,11,14,13,18
34,8,6,6,16,14,12
35,6,7,12,17,17,14
36,7,11,6,9,26,20
37,3,6,13,20,17,12
38,4,12,9,17,11,21
39,5,7,12,15,21,21
40,5,8,3,20,15,22
41,5,11,14,18,14,24
42,7,5,6,19,17,23
43,7,4,11,21,15,12
44,5,10,14,13,19,20
45,2,6,11,18,24,20
46,6,14,10,14,21,27
47,5,8,9,15,16,25
48,4,14,14,10,20,22
49,6,15,9,22,18,21
50,5,10,12,10,19,16
51,11,6,11,19,10,23
52,7,7,11,16,21,21
53,0,0,0,0,0,0
