week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,0,0,1,0,1,0
2,0,0,0,0,1,0
3,0,0,0,0,0,1
4,0,0,2,0,1,1
5,0,1,0,2,0,0
6,0,0,0,1,2,2
7,0,0,1,0,1,1
8,0,0,0,1,0,3
9,0,0,0,1,2,0
10,0,0,0,1,0,1
11,0,0,0,0,2,2
12,0,0,0,2,1,1
13,0,0,1,1,0,0
14,0,0,0,1,0,1
15,0,0,0,1,0,1
16,0,0,0,0,0,0
17,0,0,1,1,0,1
18,0,0,0,0,0,3
19,0,0,0,2,0,1
20,0,0,0,1,2,2
21,0,0,0,0,1,0
22,0,1,0,1,0,2
23,0,0,0,1,1,2
24,1,0,0,1,0,0
25,2,0,0,0,0,1
26,0,0,0,0,1,1
27,0,0,0,0,1,1
28,0,0,0,1,1,0
29,0,0,1,0,0,1
30,0,0,0,0,2,1
31,0,1,0,2,0,0
32,0,0,0,0,1,2
33,0,1,0,0,1,0
34,1,0,0,1,0,0
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
