week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,0,1,0,0,1,0
2,0,1,0,2,4,0
3,0,0,0,1,0,0
4,0,0,0,1,1,2
5,0,1,0,2,1,0
6,0,1,0,1,1,0
7,0,0,0,1,0,2
8,0,1,0,1,2,0
9,0,0,0,1,2,0
10,0,0,0,0,1,1
11,0,0,0,0,1,2
12,0,0,1,0,1,1
13,0,1,0,0,1,1
14,0,0,1,0,2,2
15,1,0,0,0,1,0
16,0,0,0,0,0,1
17,1,1,1,0,0,1
18,1,0,0,0,1,0
19,0,0,0,0,1,1
20,0,0,0,0,1,1
21,0,0,0,0,0,1
22,0,0,1,0,0,0
23,0,0,0,0,1,0
24,0,0,0,0,0,1
25,0,0,0,0,0,0
26,0,0,0,1,0,0
27,0,0,1,1,1,0
28,0,0,0,0,1,1
29,0,0,1,1,0,0
30,0,0,0,0,0,0
31,0,0,0,0,0,1
32,0,0,0,0,0,0
33,0,0,1,2,0,0
34,0,0,1,0,0,1
35,0,0,0,0,0,2
36,0,0,0,0,2,2
37,0,0,0,1,0,0
38,0,0,2,1,2,0
39,0,0,0,2,1,0
40,0,0,1,0,0,0
41,0,0,0,0,0,0
42,0,1,0,0,0,1
43,0,0,0,0,0,0
44,0,0,0,0,0,1
45,0,1,0,0,2,2
46,2,0,0,0,0,0
47,0,0,0,0,0,1
48,0,0,0,0,1,0
49,0,0,1,1,1,1
50,0,1,0,1,3,0
51,0,0,0,3,0,0
52,0,1,1,3,0,1
53,0,0,0,0,0,0
