week,Y0T4,Y5T9,Y10T14,Y15T19,Y20T24,Y25T29,Y30T34,Y35T39,Y40T44,Y45T49,Y50T54,Y55T59,Y60T64
1,0,0,0,1,1,0,1,0,0,1,4,1,1
2,1,0,0,0,0,0,1,1,2,1,2,3,3
3,1,0,0,0,1,0,0,0,0,1,2,1,5
4,0,0,0,1,0,0,0,0,0,1,2,4,3
5,2,0,0,0,0,1,1,0,0,4,3,4,5
6,0,0,0,0,0,0,1,0,3,1,2,1,9
7,1,0,0,1,0,0,0,0,0,1,5,2,5
8,0,1,0,0,0,0,0,1,0,2,4,0,4
9,0,0,0,0,0,1,0,0,0,0,3,4,8
10,2,1,0,0,0,0,0,2,0,1,1,6,6
11,0,0,0,0,0,0,0,2,0,1,4,5,3
12,0,0,0,0,0,0,0,1,1,0,2,1,1
13,0,0,1,1,0,0,0,1,1,1,0,4,3
14,3,0,0,0,0,0,0,0,0,2,0,2,4
15,0,0,0,0,1,0,0,0,1,3,3,3,1
16,0,0,0,0,0,1,0,2,0,0,2,5,3
17,1,0,1,1,1,0,2,0,0,0,4,1,7
18,0,1,0,0,0,1,0,0,1,0,0,3,5
19,0,0,0,0,0,0,0,1,0,1,3,2,3
20,1,0,0,0,1,0,2,0,0,2,4,4,3
21,0,0,0,1,0,0,0,0,0,1,2,2,1
22,0,0,0,0,1,0,0,0,0,0,1,2,6
23,0,0,0,0,0,0,0,0,1,3,0,5,2
24,2,0,0,0,0,0,0,0,0,1,3,5,3
25,1,0,0,0,0,0,0,2,1,0,4,1,2
26,0,0,0,0,0,0,0,0,0,0,0,3,3
27,0,0,0,1,0,0,0,1,0,1,2,4,4
28,0,0,0,0,0,1,0,1,1,1,1,1,2
29,0,0,0,0,0,0,0,0,0,2,3,1,5
30,1,0,0,0,0,0,1,0,0,2,2,4,3
31,0,0,0,0,0,0,0,0,0,2,2,2,5
32,0,0,0,0,0,0,1,1,0,0,2,2,4
33,1,0,0,0,0,0,0,0,1,1,3,1,5
34,1,0,0,0,0,0,0,1,1,0,2,6,2
35,0,0,1,1,0,0,1,0,3,2,1,4,4
36,0,1,0,0,0,0,0,2,0,1,2,0,6
37,0,0,0,0,0,0,0,0,0,0,3,3,4
38,0,0,0,0,1,0,0,0,1,3,5,5,8
39,0,0,0,0,0,1,0,0,0,1,4,3,4
40,1,0,0,0,1,0,0,1,0,2,3,1,3
41,0,0,0,0,0,0,0,0,0,0,1,2,3
42,1,0,0,0,0,0,0,0,0,1,3,2,3
43,1,0,0,0,1,0,0,1,1,1,0,2,2
44,0,0,0,1,0,0,0,0,1,0,1,1,3
45,1,0,0,1,0,2,2,1,0,2,2,4,4
46,0,0,0,0,0,0,0,0,1,1,2,4,8
47,0,0,0,0,0,0,0,1,3,1,2,5,3
48,0,0,0,0,0,1,1,0,0,0,2,3,4
49,1,0,0,0,1,0,0,0,1,2,1,1,4
50,1,0,0,0,0,0,0,0,1,2,3,3,3
51,0,0,0,0,0,0,0,1,2,2,4,2,2
52,0,0,0,0,0,0,0,2,0,1,2,2,6
53,0,0,0,0,0,0,0,0,0,0,0,0,0
