week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,1,1,5,2,1,5
2,0,0,2,1,7,8
3,2,1,1,3,4,3
4,2,0,2,5,5,7
5,1,1,1,2,3,6
6,1,3,2,1,1,6
7,0,1,6,4,4,4
8,1,1,4,2,2,5
9,4,2,3,2,3,6
10,0,0,1,2,7,7
11,0,2,2,1,3,7
12,0,2,1,2,0,5
13,1,0,2,3,1,7
14,2,2,2,5,0,1
15,1,1,1,2,5,6
16,1,0,2,2,3,3
17,4,5,3,1,5,3
18,0,2,1,1,3,4
19,0,1,0,3,2,4
20,2,1,2,4,0,2
21,2,0,3,2,2,4
22,0,2,2,1,4,6
23,2,0,2,1,5,6
24,1,0,0,4,5,3
25,0,0,2,2,3,9
26,1,1,0,2,4,5
27,1,1,1,2,3,3
28,0,3,1,4,2,5
29,0,0,3,1,2,5
30,1,0,0,2,0,3
31,1,2,1,2,1,2
32,0,2,3,0,3,3
33,0,0,2,1,1,6
34,0,1,0,3,1,2
35,1,2,3,2,3,1
36,0,1,2,1,2,5
37,1,3,1,5,1,2
38,0,1,3,0,1,5
39,0,2,0,3,3,2
40,0,0,0,3,2,3
41,0,1,2,4,4,4
42,1,2,1,2,4,7
43,0,0,2,2,2,4
44,2,1,0,3,4,2
45,0,0,2,5,3,7
46,0,2,1,2,3,4
47,2,3,2,2,6,5
48,0,1,3,3,5,6
49,0,1,2,3,1,4
50,2,1,3,1,7,3
51,0,2,0,3,2,8
52,2,1,2,4,2,3
53,0,0,0,0,0,0
