week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,2,13,10,10,11,31
2,3,7,3,20,9,18
3,5,5,11,15,13,19
4,3,5,9,10,18,16
5,4,1,6,13,13,16
6,5,1,4,9,10,17
7,5,3,10,6,15,15
8,5,3,5,9,12,13
9,4,5,4,8,3,15
10,5,3,6,6,10,10
11,1,5,3,10,11,8
12,3,8,4,3,7,15
13,3,3,7,9,3,7
14,4,1,5,5,12,9
15,2,4,6,5,9,16
16,7,5,8,6,10,12
17,5,2,9,5,14,16
18,5,8,5,10,7,5
19,1,6,7,6,12,15
20,3,9,9,6,9,10
21,5,8,3,3,13,14
22,8,2,6,6,9,4
23,1,5,8,5,6,5
24,3,6,9,4,10,13
25,2,5,11,8,5,17
26,4,1,4,6,12,11
27,2,6,7,10,13,13
28,3,5,8,3,5,8
29,3,5,11,15,6,16
30,6,4,6,9,8,15
31,2,5,2,5,6,8
32,1,7,3,4,5,11
33,6,4,11,14,8,5
34,5,4,5,4,7,15
35,1,3,3,7,6,2
36,4,4,7,9,5,10
37,4,6,7,8,7,16
38,2,10,6,3,11,13
39,5,1,8,8,15,13
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
