week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,3,3,4,6,7,16
2,1,3,5,4,7,17
3,5,1,4,9,9,15
4,1,4,1,5,6,7
5,0,4,2,4,3,10
6,1,3,4,1,1,11
7,4,3,2,7,7,13
8,2,3,4,7,4,10
9,2,4,2,3,10,9
10,3,4,3,6,8,13
11,3,3,4,2,5,13
12,5,6,3,4,6,8
13,1,4,5,4,5,11
14,4,6,4,5,10,12
15,2,2,7,1,8,7
16,2,4,1,5,3,10
17,3,4,3,4,8,1
18,2,4,6,7,6,7
19,1,1,4,4,7,8
20,2,4,4,2,3,8
21,3,2,2,1,9,9
22,2,4,1,3,9,10
23,2,3,5,2,4,1
24,0,5,1,5,6,5
25,2,1,4,5,4,9
26,2,3,5,5,6,6
27,4,1,2,8,6,6
28,0,1,4,4,4,7
29,0,3,2,0,6,10
30,4,4,6,0,5,5
31,0,2,5,5,1,9
32,2,1,5,1,2,3
33,2,2,4,7,9,8
34,0,5,4,3,5,12
35,1,3,4,6,2,4
36,1,4,1,2,4,5
37,2,5,3,5,6,11
38,2,1,0,2,5,12
39,1,5,1,4,5,9
40,1,4,5,4,4,10
41,5,1,2,6,10,8
42,1,4,8,7,6,8
43,4,5,3,11,4,6
44,1,2,0,3,5,6
45,4,0,2,5,5,9
46,2,3,4,5,1,6
47,2,3,7,4,3,6
48,0,0,4,7,7,6
49,3,1,2,5,2,10
50,5,4,3,1,6,4
51,2,3,9,4,13,10
52,0,3,3,5,5,7
53,0,0,0,0,0,0
