week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,0,5,6,13,9,18
2,5,1,6,14,12,20
3,2,5,5,15,20,18
4,5,3,7,22,11,20
5,5,7,5,4,17,24
6,4,2,9,13,23,17
7,1,10,7,8,15,22
8,4,3,6,15,21,31
9,4,6,7,3,15,33
10,5,4,9,10,12,36
11,5,5,7,20,16,16
12,8,8,7,13,18,16
13,3,3,8,7,17,17
14,2,3,4,11,12,12
15,6,4,5,10,13,11
16,3,4,8,10,16,17
17,3,4,8,9,9,12
18,5,7,6,5,8,12
19,4,4,6,9,20,10
20,4,8,3,5,9,14
21,2,2,6,10,15,16
22,4,4,6,6,11,13
23,3,2,7,7,11,15
24,3,1,6,12,6,13
25,2,4,10,7,7,16
26,2,3,5,11,13,14
27,4,3,3,6,10,13
28,4,2,7,4,7,10
29,5,4,9,10,22,19
30,4,5,7,6,13,16
31,5,7,4,8,10,18
32,3,3,10,6,10,15
33,3,7,5,7,10,7
34,3,5,6,10,7,11
35,3,6,5,8,11,6
36,2,6,6,16,14,14
37,5,1,7,10,10,16
38,2,7,6,13,17,14
39,1,4,7,4,13,13
40,1,2,9,13,10,14
41,1,4,3,7,17,14
42,4,3,6,7,12,4
43,2,4,6,7,10,15
44,3,6,4,6,8,16
45,2,5,7,15,11,12
46,3,4,4,11,11,7
47,4,4,9,8,7,16
48,2,5,4,5,18,17
49,4,4,3,13,19,17
50,4,4,5,11,17,17
51,2,5,4,15,9,13
52,1,4,4,11,15,16
53,0,0,0,0,0,0
