week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,0,0,0,3,1,4
2,1,2,1,1,3,7
3,0,3,1,2,7,6
4,3,0,3,3,3,5
5,1,4,2,1,1,2
6,2,1,0,4,3,6
7,0,0,6,4,2,2
8,1,2,2,6,0,1
9,0,1,0,3,5,6
10,1,0,1,2,4,1
11,5,2,1,2,3,3
12,1,0,2,4,4,3
13,2,2,3,5,4,5
14,2,2,1,5,5,6
15,0,2,2,5,3,2
16,0,0,1,5,2,5
17,2,3,2,0,4,5
18,1,1,1,2,0,3
19,0,2,2,1,3,2
20,1,1,0,2,3,4
21,0,2,3,2,3,1
22,1,3,2,1,3,2
23,0,0,2,3,2,7
24,0,2,3,0,1,0
25,2,2,3,1,3,5
26,2,1,1,2,5,2
27,1,2,1,4,3,8
28,0,0,3,2,1,5
29,2,2,2,2,1,2
30,1,1,3,5,3,1
31,0,2,0,1,2,6
32,0,0,1,1,2,3
33,1,0,1,1,3,3
34,1,1,4,3,1,5
35,3,4,1,3,5,5
36,1,2,5,1,3,1
37,0,3,2,6,1,0
38,0,2,0,3,5,4
39,0,3,3,2,2,5
40,1,2,2,5,2,4
41,0,1,1,1,5,2
42,2,1,1,0,5,4
43,1,1,1,1,3,3
44,0,2,3,0,0,5
45,1,1,2,2,5,7
46,2,2,0,3,5,5
47,1,1,1,1,2,0
48,0,1,2,3,4,1
49,0,3,1,1,3,1
50,1,2,4,2,1,3
51,0,4,0,5,4,5
52,0,0,3,2,2,6
53,0,0,0,0,0,0
