week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,7,9,13,19,19,28
2,11,10,15,17,14,29
3,10,10,9,15,15,35
4,5,9,13,14,23,30
5,8,8,12,16,28,37
6,9,5,8,17,22,34
7,7,8,15,26,19,23
8,9,7,11,14,14,39
9,6,11,14,22,26,37
10,8,8,6,16,16,29
11,9,9,9,12,20,26
12,6,7,14,17,18,38
13,9,10,15,13,31,28
14,7,7,8,20,22,22
15,2,6,14,20,12,27
16,3,3,12,17,24,30
17,5,5,12,19,16,23
18,9,3,11,13,18,24
19,7,12,12,17,20,28
20,10,8,8,12,17,31
21,7,7,8,10,19,25
22,7,8,15,13,15,18
23,9,3,9,10,14,15
24,4,5,12,12,23,32
25,9,10,14,21,22,15
26,9,13,14,9,22,23
27,2,5,13,13,13,23
28,4,5,13,14,24,19
29,6,12,13,14,25,26
30,6,7,10,16,20,34
31,10,7,12,15,22,18
32,2,7,10,14,19,23
33,8,3,13,12,14,26
34,5,6,17,11,26,31
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
