week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,6,6,10,8,16,31
2,4,2,11,7,16,18
3,2,6,7,9,14,21
4,2,4,6,10,15,26
5,2,4,5,9,9,22
6,5,4,7,6,16,17
7,3,9,2,6,14,21
8,2,4,5,10,9,22
9,4,6,5,8,13,19
10,1,4,4,5,9,14
11,2,5,7,10,15,22
12,3,2,3,11,10,21
13,3,4,5,10,9,25
14,5,10,3,10,7,19
15,2,3,9,11,14,24
16,2,11,8,10,23,20
17,4,7,4,14,6,20
18,1,4,8,8,8,12
19,1,6,10,8,6,23
20,2,3,5,12,5,18
21,0,5,11,7,8,20
22,3,5,7,3,5,18
23,5,8,10,8,8,13
24,4,6,6,6,13,24
25,4,4,8,4,9,10
26,1,4,5,10,4,19
27,2,5,3,8,9,23
28,2,4,8,5,9,20
29,5,3,6,12,16,13
30,2,6,3,8,10,12
31,3,6,5,3,14,20
32,5,6,3,16,11,26
33,3,6,3,4,14,12
34,1,4,10,15,10,13
35,5,5,4,10,10,28
36,3,3,2,6,12,16
37,5,1,2,2,12,18
38,2,4,8,6,9,20
39,2,4,10,7,16,12
40,1,5,8,5,12,22
41,2,2,11,8,9,15
42,2,7,7,9,4,20
43,4,3,3,10,10,24
44,1,2,7,11,10,14
45,2,4,2,7,16,26
46,2,9,4,7,16,32
47,2,5,6,8,14,24
48,2,5,7,10,15,26
49,4,4,11,12,21,21
50,5,4,12,9,13,28
51,3,6,14,13,13,19
52,4,6,11,15,13,25
53,0,0,0,0,0,0
