week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,1,2,2,8,17,13
2,3,2,4,5,11,31
3,1,4,4,10,13,21
4,3,0,4,9,8,11
5,2,4,2,5,4,14
6,9,4,10,12,12,19
7,1,5,3,7,12,12
8,2,3,7,5,6,18
9,3,2,4,5,12,15
10,2,2,2,4,12,18
11,1,4,4,6,8,18
12,0,3,0,7,8,15
13,1,4,2,6,7,14
14,2,3,11,8,4,10
15,1,2,4,5,4,7
16,1,5,5,6,6,11
17,3,3,6,6,4,12
18,1,1,6,9,9,7
19,1,1,0,3,10,15
20,2,1,3,3,6,16
21,2,1,4,6,5,10
22,0,3,5,8,5,11
23,0,5,3,5,8,13
24,4,3,4,2,6,10
25,2,3,1,6,6,18
26,3,5,5,9,9,8
27,4,5,3,8,11,16
28,2,4,2,4,7,14
29,1,3,5,8,2,10
30,1,3,3,4,8,7
31,4,3,1,9,8,9
32,5,3,4,8,8,7
33,2,5,7,9,6,14
34,1,2,5,5,5,10
35,0,0,6,8,11,9
36,1,0,3,5,7,5
37,4,1,0,7,6,10
38,6,5,4,5,7,19
39,2,0,7,6,11,18
40,1,0,3,3,4,10
41,2,3,8,9,4,13
42,2,6,5,6,8,7
43,1,0,3,5,6,19
44,3,3,6,7,14,10
45,1,3,3,5,10,10
46,2,1,5,5,14,12
47,0,6,3,9,5,17
48,3,4,5,6,10,19
49,2,2,9,8,10,13
50,4,1,6,4,6,8
51,3,6,1,7,5,14
52,3,3,4,5,11,9
53,0,0,0,0,0,0
