week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,4,6,10,4,14,12
2,4,4,9,7,12,15
3,2,6,7,5,7,19
4,1,3,7,7,8,21
5,3,4,7,6,9,9
6,3,4,4,7,7,12
7,1,5,4,7,6,12
8,3,2,3,3,11,15
9,3,5,5,8,11,16
10,5,2,5,10,16,9
11,6,7,3,8,7,12
12,3,5,5,7,13,19
13,3,5,2,6,6,12
14,7,3,8,10,14,13
15,3,5,11,4,12,10
16,2,3,10,7,12,9
17,3,1,6,10,13,9
18,1,1,6,5,10,7
19,3,4,3,3,9,16
20,4,5,7,6,9,11
21,4,3,4,5,11,10
22,1,4,6,6,7,17
23,1,6,3,7,6,12
24,2,4,8,7,6,15
25,0,3,5,6,8,14
26,1,7,4,2,6,10
27,2,5,4,3,8,4
28,0,1,4,10,14,11
29,4,1,4,2,11,9
30,0,1,2,6,8,8
31,3,3,4,8,7,15
32,1,3,6,3,10,8
33,1,2,1,6,11,17
34,0,4,3,10,11,10
35,4,4,5,13,6,5
36,2,0,4,8,7,5
37,1,4,4,11,6,6
38,1,2,3,4,12,11
39,4,3,3,9,11,15
40,5,3,7,13,9,15
41,2,6,4,7,9,14
42,3,4,2,3,13,13
43,3,3,4,7,8,13
44,4,3,3,4,8,15
45,5,2,3,6,16,19
46,6,6,6,16,18,23
47,1,7,9,10,8,15
48,3,15,6,8,16,14
49,5,3,11,12,22,29
50,9,7,8,19,26,19
51,5,5,12,15,18,33
52,1,3,8,14,20,30
53,4,4,13,13,19,23
