week,Y65T69,Y70T74,Y75T79,Y80T84,Y85T89,Y_GE90
1,1,1,1,2,0,1
2,0,1,0,1,0,4
3,0,0,0,0,3,1
4,0,1,0,2,3,0
5,0,1,1,3,6,3
6,0,1,2,3,2,1
7,2,0,0,0,5,2
8,2,2,0,2,0,1
9,0,0,2,0,2,4
10,1,2,0,2,1,5
11,2,0,2,0,2,2
12,1,0,0,0,6,4
13,1,0,3,2,2,5
14,1,0,1,2,1,3
15,0,0,1,2,1,1
16,0,1,1,0,0,3
17,0,0,0,1,0,2
18,0,0,0,0,2,1
19,1,0,1,0,1,5
20,0,1,1,3,3,1
21,0,0,0,0,2,0
22,0,1,2,0,2,1
23,2,1,0,1,0,2
24,0,0,1,2,0,1
25,0,1,0,2,1,1
26,0,0,1,1,2,2
27,0,1,1,0,1,0
28,1,1,0,1,0,1
29,0,1,1,1,3,1
30,0,1,4,1,1,0
31,0,0,0,1,2,1
32,1,0,1,1,0,1
33,2,0,0,2,1,4
34,0,0,0,0,1,0
35,0,0,1,0,0,2
36,0,1,0,2,1,2
37,0,0,3,1,0,2
38,1,0,2,2,0,2
39,0,1,2,1,2,1
40,2,0,1,3,1,1
41,0,0,2,3,1,0
42,0,1,1,2,1,2
43,1,0,0,3,1,4
44,0,1,0,1,0,1
45,0,0,0,0,1,2
46,1,2,0,0,1,0
47,0,0,1,1,1,2
48,0,0,0,2,0,2
49,0,0,2,3,1,1
50,1,0,0,2,0,2
51,0,1,1,0,1,2
52,0,1,0,2,1,4
53,1,0,0,2,1,0
